Time, Username, Tweet, Replies, Retweets, Likes, Language, urlStatus
26 Feb 2018,@dinopattidjalal,"ASEAN EXPORTS : Mitsubishi Indonesia from its Cikarang factory will start exporting cars in April 2018 to Philippines, Thailand, Vietnam, with local content 70%. Will also promote electric cars in Indonesia. pic.twitter.com/xzs9aye2f9",1,17,23,,https://twitter.com/dinopattidjalal/status/967969276803006464
20 Feb 2018,@urpmusic,"Set times for @JavaJazzFest announced! Catch us Saturday, March 3 on the Garuda Indonesia Stage at 18:45 and Sunday, March 4 in Mitsubishi Motors Hall at 17:30!",0,0,2,,https://twitter.com/urpmusic/status/965707428724539393
7 Feb 2018,@EGANforklift3,"The fleet of #Mitsubishi forklifts soon to be on-board #EGAN. Thank u for entrusting us with ur forklift parts and service needs.

#forklifts #exporter #forkliftpartsforsale #forkliftparts #ASEAN #Indonesia #Philippines #Myanmar #Vietnam #Malaysia #AffordableQuality #WeGiveUaLIFTpic.twitter.com/0sXdT1YWg5",0,1,1,,https://twitter.com/EGANforklift3/status/961161134798598144
27 Dec 2017,@japantimes,Bank of Tokyo-Mitsubishi UFJ to acquire Indonesia’s Bank Danamon http://jtim.es/MB2w30hrFe5 ,0,7,7,,https://twitter.com/japantimes/status/945924734398750720
27 Dec 2017,@ZyiteGadgets,Shares in Indonesian bank soar after MUFG deal - JAKARTA: Shares in PT Bank Danamon Indonesia soared to their highest in 17 years after Japan's Mitsubishi UFJ Financial Group (MUFG) said it planned to buy a majority stake in the country's fifth-larges... http://ow.ly/RKvj50fUTBV ,0,0,0,,https://twitter.com/ZyiteGadgets/status/945882133599571969
12 Dec 2017,@ThailandBizNews,Mitsubishi to promote electric vehicles in Indonesia http://dlvr.it/Q5Sq9t pic.twitter.com/0prGEdrmlV,0,0,1,,https://twitter.com/ThailandBizNews/status/940314518332121088
10 Nov 2017,@Indonesia_Expat,Bank @danamon #Indonesia’s shares in the stock exchange have jumped to the highest level in over 4 years after it was reported that #Japan’s Bank of #Tokyo-#Mitsubishi UFJ is looking to buy a 40% stake in the bank for around ¥200 billion ($1.76 billion). http://indonesiaexpat.biz/news/bank-danamon-shares-rise-japanese-bank-eyes-stake/ …,0,1,1,,https://twitter.com/Indonesia_Expat/status/928904925379100672
9 Nov 2017,@andreasharsono,Bank of Tokyo-Mitsubishi aims to buy roughly 40% of Indonesia's Bank Danamon with an eye toward a future majority stake https://asia.nikkei.com/Business/Deals/Top-Japanese-bank-seeks-stake-in-Indonesia-s-Bank-Danamon …,0,2,0,,https://twitter.com/andreasharsono/status/928416561114759170
6 Nov 2017,@bongkersz,Mitsubishi introduces a new MPV in Indonesia. Xpander. Say it with me...  spender.. spender.. spender..,3,8,4,,https://twitter.com/bongkersz/status/927511975399120896
15 Oct 2017,@otodriver,Mitsubishi Xpander 2017 Review Indonesia | OtoDriver: http://youtu.be/_KSyUFPxWwM?a  via @YouTube,0,2,2,,https://twitter.com/otodriver/status/919556279726723072
4 Sep 2017,@Mitsubishi_ID,"MMKSI is looking for competent, self motivated & dynamic people to join us, as one of growing company in automotive business in Indonesia. pic.twitter.com/dgPfYkoUxk",1,4,5,,https://twitter.com/Mitsubishi_ID/status/904671060280303616
30 Aug 2017,@LMCAutomotive,Mitsubishi sales in Indonesia set to rise 49% YoY to 100k units in 2017 thanks to the success of the new Xpander MPV. pic.twitter.com/9SveHKd31y,0,2,3,,https://twitter.com/LMCAutomotive/status/902858301758742530
21 Aug 2017,@AutonetMagz,First Impression Review Mitsubishi Xpander 2017 Indonesia http://autonetmagz.com/first-impression-review-mitsubishi-xpander-2017-indonesia/59834/ …pic.twitter.com/DjkrMyJBWm,0,4,5,,https://twitter.com/AutonetMagz/status/899613009567510532
15 Aug 2017,@btechavmounts,"Curved 6x3 video wall using Mitsubishi LM55P2 screens &  BT8310 mounts supplied by @Fernands_AV in Jogjakarta, Indonesia #avtweeps #proavpic.twitter.com/yI2g3OkSwN",0,4,8,,https://twitter.com/btechavmounts/status/897386771918594050
12 Aug 2017,@Carscoop,All-New #Mitsubishi Xpander Debuts In Indonesia http://carscoo.ps/PdS3QS pic.twitter.com/Bv53lB0ag3,1,3,2,,https://twitter.com/Carscoop/status/896120837685653504
11 Aug 2017,@tech2eets,Mitsubishi to export its multi purpose vehicle from Indonesia to supply @Nissan. http://bit.ly/2uuu8Yq pic.twitter.com/w8AAnkOzdo,1,2,3,,https://twitter.com/tech2eets/status/895711287388381186
10 Aug 2017,@ChannelNewsAsia,"Mitsubishi to export new model from Indonesia next year, supply Nissan https://cna.asia/2vqaspU pic.twitter.com/ZtbJ68k3wC",0,3,2,,https://twitter.com/ChannelNewsAsia/status/895621930740367360
9 Aug 2017,@imHVashisht,"The #Mitsubishi #Xpander (Mitsubishi Expander)is one day away from its public debut at the #GIIAS2017  in Jakarta, Indonesia. pic.twitter.com/Kdc3AyqkPP",0,2,7,,https://twitter.com/imHVashisht/status/895183748047785986
26 Jul 2017,@ingetaku,#mitsubishi #expander next generation #mpv first impression #review #indonesia http://ingetaku.com/1070/mitsubishi-expander-next-generation-mpv-first-impression-review-indonesia/ …,0,1,0,,https://twitter.com/ingetaku/status/890145236600713216
26 Jul 2017,@gaadiwaadi,"#Mitsubishi “Next Generation” #MPV (#MarutiErtiga Rival) Revealed in #Indonesia @MitsubishiIndia
https://gaadiwaadi.com/mitsubishi-expander-mpv-details-launch-specs-495959/ …pic.twitter.com/vyMEbfLaKi",0,1,3,,https://twitter.com/gaadiwaadi/status/890100325784354817
25 Jul 2017,@TopGearMagIndia,"Mitsubishi has unveiled its 'Next-Generation MPV'. Official showcase to be at Indonesia International Auto Show 2017
http://www.topgear.com/india/car-news/mitsubishis-new-mpv-unveiled/itemid-50 …pic.twitter.com/GcY98ctLUA",0,3,13,,https://twitter.com/TopGearMagIndia/status/889807806747955200
25 Jul 2017,@CarWale,#mitsubishi unveils next-gen #MPV at the 2017 Indonesia Auto Show: http://bit.ly/2vEDSjD pic.twitter.com/G4Pv52bcVQ,0,1,5,,https://twitter.com/CarWale/status/889792267959095296
25 Jul 2017,@autocarpro,Global reveal for Mitsubishi's all-new MPV at Indonesia Auto Show next month. Full info here http://ow.ly/BnGU30dT4sJ pic.twitter.com/vZqfvsje2h,0,4,3,,https://twitter.com/autocarpro/status/889737519440445445
24 Jul 2017,@odmag,#Mitsubishi Motors will introduce its new-gen #MPV at the International Auto Show in August in Indonesia pic.twitter.com/ByPEb4f0cS,1,4,18,,https://twitter.com/odmag/status/889479733414580224
17 Jul 2017,@indianautos,Fresh teasers of the #Mitsubishi #Expander released in Indonesia http://bit.ly/2u0RKpV pic.twitter.com/waPz38giFv,0,1,2,,https://twitter.com/indianautos/status/886937329465786368
8 Jul 2017,@NAR,Indonesia -- Mitsubishi Corp.'s second 'homeland' http://s.nikkei.com/2u2ly6u pic.twitter.com/O3z8oGrEbI,0,3,0,,https://twitter.com/NAR/status/883538551870181380
4 Jul 2017,@Carmudi_ID,I added a video to a @YouTube playlist http://youtu.be/WS5lrKpe8-c?a  REVIEW Mitsubishi Pajero Sport 2017 Ultimate Indonesia I Buatan Lokal,0,0,0,,https://twitter.com/Carmudi_ID/status/882121266806886400
10 Jun 2017,@nicholuu,"3,000 #copper #miners fired for striking in #Indonesia. #Mitsubishi & @FM_FCX are abusing workers by denying their legal right to strike",0,1,0,,https://twitter.com/nicholuu/status/873294415388856320
20 May 2017,@Indonesia,"""Toyota, Mitsubishi Lining Up for Management Rights to Patimban Port - Jakarta Globe"" http://ift.tt/2pUsb9t ",0,0,0,,https://twitter.com/Indonesia/status/865690549789093888
19 May 2017,@Agus_MaulanaID,I liked a @YouTube video http://youtu.be/3r3OlEWiftA?a  In Depth Tour Mitsubishi Outlander Sport PX - Indonesia,0,0,0,,https://twitter.com/Agus_MaulanaID/status/865602160586702849
17 May 2017,@indianautos,Recap - Bookings for #Mitsubishi's #Maruti #Ertiga rival to open in #Indonesia this July http://bit.ly/2qNWXRd pic.twitter.com/3RkZDIJw3K,0,0,1,,https://twitter.com/indianautos/status/864563664191447041
11 May 2017,@TMRnews,.#Mitsubishi Moves Into #Indonesia - #Kia Moves Into #India : http://tmrne.ws/2pySyNd pic.twitter.com/0ws2jeYkkG,0,1,1,,https://twitter.com/TMRnews/status/862471524971827200
7 May 2017,@jschika,Never let the pressure overpower the fun.  @ PT. Mitsubishi Electric Automotive Indonesia https://www.instagram.com/p/BTxfz_FDjoq/ ,0,0,0,,https://twitter.com/jschika/status/861036242674343936
4 May 2017,@car_stereo_org,Good Looking Front Speaker For Mitsubishi Pajero Dakar By Cartens® Autosound And Installation | Indonesia Trusted Car Audio™ Jakarta Selatan pic.twitter.com/TKOJqomPwn,0,2,1,,https://twitter.com/car_stereo_org/status/859884202849955840
3 May 2017,@AutonetMagz,President Jokowi Officially Inaugurated New Mitsubishi Indonesia Factory! http://autonetmagz.net/president-jokowi-officially-inaugurated-new-mitsubishi-indonesia-factory/32401/ …pic.twitter.com/yeCofwnp68,0,1,1,,https://twitter.com/AutonetMagz/status/859792753563230208
26 Apr 2017,@japantimes,"Seeking synergy with Nissan, Mitsubishi Motors opens plant in Indonesia http://jtim.es/R69U30bbgxb ",0,2,2,,https://twitter.com/japantimes/status/857167388558716928
26 Apr 2017,@automotiveworld,Mitsubishi Motors inaugurates new manufacturing plant in Indonesia http://dlvr.it/NzcXfb ,0,0,0,,https://twitter.com/automotiveworld/status/856927806961238016
25 Apr 2017,@Market_Screener,Nissan Motor : Mitsubishi's new Indonesia plant studying production of Nissan derivative  http://www.4-traders.com/NISSAN-MOTOR-CO-LTD-6492477/news/Nissan-Motor-Mitsubishi-s-new-Indonesia-plant-studying-production-of-Nissan-derivative-24259221/ …,0,0,0,,https://twitter.com/Market_Screener/status/856799717409398785
25 Apr 2017,@irishmarketer,"Ghosn wants Mitsubishi to reform, rules out Nissan merger - BEKASI, Indonesia (Reuters) - A full merger of Japa... http://ow.ly/ryTy50b4e36 ",0,0,0,,https://twitter.com/irishmarketer/status/856783758816620545
17 Apr 2017,@BKNSquare,Follow @Coltliq90 || Mitsubishi Motors Krama Yudha Indonesia Jobs: Production Assembly Foreman | QC Assistant… http://bit.ly/2nUrH1Y ,0,0,1,,https://twitter.com/BKNSquare/status/853929819003801603
15 Apr 2017,@indianautos,Bookings for #Mitsubishi's #Maruti #Ertiga rival to open in Indonesia this July http://bit.ly/2pludeP pic.twitter.com/qpwsdczorM,0,1,3,,https://twitter.com/indianautos/status/853178691068841985
7 Apr 2017,@WildPleinArt,"Cool stuff from @edwinrei04 Mitsubishi Fuso R series, Indonesia classic Bus, 1963
.
.
#watercolor #w...| #wildpleinartpic.twitter.com/zXpUrISAv7",0,0,4,,https://twitter.com/WildPleinArt/status/850047718798086146
6 Apr 2017,@modGTAind,"Truck Mitsubishi Fuso Super Great FP-R Plat Indonesia + Bonus, Download : http://ift.tt/2oHioC2 pic.twitter.com/UjG8L4AY6w",0,0,0,,https://twitter.com/modGTAind/status/849958749682978816
1 Apr 2017,@car_stereo_org,Good Looking Front Speaker For Mitsubishi Pajero Dakar By Cartens® Autosound And Installation | Indonesia Trusted Car Audio™ Jakarta Selatan pic.twitter.com/1st8YuXo1F,0,3,2,,https://twitter.com/car_stereo_org/status/848080340803608576
30 Mar 2017,@bluesamick,"Time to leave.
Time… (w/ Meita, syahrul, & 35 others at Head Office of PT. Mitsubishi Electric Indonesia) [pic] — https://path.com/p/RDq1R ",0,0,0,,https://twitter.com/bluesamick/status/847400867015778306
29 Mar 2017,@jakpost,Nissan Indonesia replaces CEO with Mitsubishi man http://bit.ly/2nfTzZv  #jakpost,0,0,1,,https://twitter.com/jakpost/status/846984020940476418
27 Mar 2017,@suaradotcom,Strategi Mitsubishi Motors Indonesia Sambut Brand New Day http://bit.ly/2n8Om6u pic.twitter.com/W8hhVlTR90,0,0,0,,https://twitter.com/suaradotcom/status/846258877893169152
24 Mar 2017,@CornwallNissan,"Eiichi Koito from Mitsubishi Motors is the new President Director for Nissan Indonesia 

Nissan today announced... http://fb.me/8zyr6yF95 ",0,4,3,,https://twitter.com/CornwallNissan/status/845253111249817600
21 Mar 2017,@netralenglish,Around 995 Units of Mitsubishi Delica in Indonesia Recalled http://dlvr.it/Ngqt1c  #BreakingNewspic.twitter.com/ygnxiNkQwR,0,0,1,,https://twitter.com/netralenglish/status/843964164229873664
13 Mar 2017,@retailnewsasia,Mitsubishi-Nissan's Cooperation Rapidly Extend to Countries Including Indonesia | read: https://goo.gl/DP5XPi  | #Mitsubishi #Nissanpic.twitter.com/Ftd3jnhOZa,0,0,0,,https://twitter.com/retailnewsasia/status/841110311063052288
5 Mar 2017,@AmberMining,Mitsubishi´s Gresik #copper smelter in Indonesia resumes after problem causing temporarily halt was fixed http://ow.ly/Z15D309yMJn ,0,1,0,,https://twitter.com/AmberMining/status/838086819837272065
3 Mar 2017,@BrianDColwell,Mitsubishi Materials resumes operations at Indonesia copper smelter - spokesman - http://klou.tt/6hpikypgkt0g ,0,0,0,,https://twitter.com/BrianDColwell/status/837694659103055873
1 Mar 2017,@piercepoints,"Breaking in #Copper: Technical glitch delays restart of strike-halted Mitsubishi smelter, Indonesia. http://www.reuters.com/article/mitsubishi-ma-indonesia-idUSL3N1GE2LU …",0,1,1,,https://twitter.com/piercepoints/status/836973795768295425
1 Mar 2017,@southeastasia4u,#Indonesia Mitsubishi Materials faces glitch in restart of Indonesia copper smelter - Reuters http://ow.ly/yt0w509SZYL ,0,1,1,,https://twitter.com/southeastasia4u/status/836905275823120384
27 Feb 2017,@TheEIU_Auto,"#Mitsubishi's new strategy for South-east Asia: boost presence and sales in Indonesia, the Philippines and Thailand",0,1,1,,https://twitter.com/TheEIU_Auto/status/836121823389466625
18 Feb 2017,@uutrr13,I know that you… ♫ Always Be My Baby by @MariahCarey (at Maintenance Building PT Mitsubishi Chemical Indonesia) — https://path.com/p/3fKpFs ,0,0,1,,https://twitter.com/uutrr13/status/832803081024790528
16 Feb 2017,@AmberMining,Mitsubishi Materials aims to resume ops at Gresik #copper smelter in Indonesia in early March after strikes http://ow.ly/4UXm308ZSKH ,0,0,0,,https://twitter.com/AmberMining/status/831926345030651913
14 Feb 2017,@Kyodo_News_EN,Mitsubishi Fuso expecting 10% sales growth in Indonesia in 2017 http://dlvr.it/NMvYgR ,0,0,0,,https://twitter.com/Kyodo_News_EN/status/831387534487740416
11 Feb 2017,@rulliess,"Mitsubishi Newyear party...

Mitsubishi Indonesia Corporation

Music… https://www.instagram.com/p/BQYJs8ugPIn1xYRARuqTfgKIGm3jxaiDiJnskY0/ …",0,0,0,,https://twitter.com/rulliess/status/830447653339160576
11 Feb 2017,@fajaarls,Lagu sama realita… ♫ Weekend by Louis The Child & Icona Pop (at Mitsubishi Electric Automotive Indonesia) — https://path.com/p/49aDbA ,0,0,0,,https://twitter.com/fajaarls/status/830307536427290624
10 Feb 2017,@cyberghezt,I added a video to a @YouTube playlist http://youtu.be/9GyRjgqyZNE?a  Mitsubishi Pajero Sport review & test drive Indonesia,0,0,0,,https://twitter.com/cyberghezt/status/829768354823036930
25 Jan 2017,@douglesmentor,MITSUBISHI XM Concept / Indonesia International Auto Show 2016 http://dougleschan.com/the-recruitment-guru/cars/mitsubishi-xm-concept-indonesia-international-auto-show-2016/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …,0,0,0,,https://twitter.com/douglesmentor/status/824038265820848128
16 Jan 2017,@MediaBDG,Review Mitsubishi Outlander Sport Facelift 2015 Indonesia by AutonetMagz http://ow.ly/k5XZ508B0OG ,0,0,0,,https://twitter.com/MediaBDG/status/820741318649479170
26 Dec 2016,@legal_career_id,#Lowongankerja PT Mitsubishi UFJ Lease & Finance Indonesia - Legal Compliance Staff (Deadlin 06-01-17) http://bit.ly/2hprGf6 ,0,0,0,,https://twitter.com/legal_career_id/status/813195230761676800
23 Dec 2016,@juniyulianii,Meaina end years party  (at PT. Mitsubishi Electric Automotive Indonesia) [pic] — https://path.com/p/1HWaaN ,0,0,0,,https://twitter.com/juniyulianii/status/812258096219160577
17 Dec 2016,@Solargard_Indo,https://youtu.be/Ikdk1HObwRM  check the review of New Mitsubishi Mirage by  Otodriver Gardian Indonesia,0,0,0,,https://twitter.com/Solargard_Indo/status/810154544189444096
17 Dec 2016,@umarbgs,I liked a @YouTube video from @otodriver http://youtu.be/Ikdk1HObwRM?a  Mitsubishi Mirage 2016 Review Indonesia | OtoDriver | Supported by,0,0,0,,https://twitter.com/umarbgs/status/810102796439719936
22 Nov 2016,@sigitsraharjo,Economic Outlook 2017 Seminar by Bank of Tokyo - Mitsubishi… (at Grand Ballroom Hotel Indonesia Kempinski) [pic] — https://path.com/p/2PunHE ,0,0,0,,https://twitter.com/sigitsraharjo/status/800975570762801152
14 Nov 2016,@v_ricko,Red Not Bad  #interior #interiordesign #mitsubishiindonesia #mitsubishi #mitsubishilancer… https://www.instagram.com/p/BMyAXJdhk1E/ ,0,0,0,,https://twitter.com/v_ricko/status/798057424259166208
9 Nov 2016,@business_supser,#Mitsubishi : Participates in Mixed-Use Development Project in Indonesia. Read more: http://owler.us/abOUi8  $8058,0,0,0,,https://twitter.com/business_supser/status/796225400523214849
8 Nov 2016,@JobsScholarship,"JOBS
.
.
.
.
MITSUBISHI INDONESIA
.
.
Open:
1.Building Management
2. Customer Communication
3.… https://www.instagram.com/p/BMiTbcZlqnb/ ",0,0,1,,https://twitter.com/JobsScholarship/status/795847556345499648
29 Oct 2016,@DisnakerID,"Mitsubishi Electric Automotive Indonesia Jobs: Engineering Intern | Assistant Engineer | Warehouse Staff: 
T... http://bit.ly/2f2Tu7C ",0,0,0,,https://twitter.com/DisnakerID/status/792390778014228480
26 Oct 2016,@WilmaMargono,Mitsubishi restructures their business in Indonesia : Time for Renault-Nissan-Mitsubishi Alliance in Indonesia? - https://www.linkedin.com/pulse/renault-nissan-mitsubishi-alliance-come-earlier-daniel-doni-sundjojo?published=t …,0,0,0,,https://twitter.com/WilmaMargono/status/791244526673330176
26 Oct 2016,@bluesamick,Back to office after 2days leave..got these… (at Head Office of PT. Mitsubishi Electric Indonesia) [pic] — https://path.com/p/3qHZGJ ,0,0,0,,https://twitter.com/bluesamick/status/791070127093456898
23 Oct 2016,@amasna,Mitsubishi Motors Indonesia relying on new plant and channel restructuring to boost market share beyond 4% http://jakartaglobe.beritasatu.com/business/mitsubishi-bets-new-632m-plant-tap-indonesias-thriving-crossover-market/ …,0,2,3,,https://twitter.com/amasna/status/790135646232846336
23 Oct 2016,@thejakartaglobe,Mitsubishi Bets on New $632m Plant to Tap Indonesia's Thriving Crossover Market https://goo.gl/geRZvN pic.twitter.com/IHDAQArrzi,0,1,1,,https://twitter.com/thejakartaglobe/status/790130486966259712
22 Oct 2016,@Market_Screener,Mitsubishi : Restructuring of Automotive Production and Distribution Business in Indonesia http://www.4-traders.com/MITSUBISHI-CORP-6493521/news/Mitsubishi-Restructuring-of-Automotive-Production-and-Distribution-Business-in-Indonesia-23257048/ …,0,0,0,,https://twitter.com/Market_Screener/status/789848301155807232
20 Oct 2016,@Chemicalweek,Mitsubishi Gas Chemical to invest in $830-million ammonia project in Indonesia http://bit.ly/2eb2n46 ,0,0,0,,https://twitter.com/Chemicalweek/status/789075484847976448
17 Oct 2016,@NAR,"Mitsubishi Motors to bring new, scalable production line to Indonesia http://s.nikkei.com/2ektJPD pic.twitter.com/6WGMkcPH3r",0,4,3,,https://twitter.com/NAR/status/787865825151623168
13 Oct 2016,@paultan,Mitsubishi restructures sales operations in Indonesia – new company to focus on passenger car market https://paul.my/2e9RMkp ,0,3,4,,https://twitter.com/paultan/status/786494776115736576
30 Sep 2016,@ITBCareerCenter,"WANTED! HR Strategic Supervisor from Mitsubishi Chemical Indonesia >> http://bit.ly/2bWyAVD   DEADLINE: TODAY, 30 Sep #itbcc",0,0,0,,https://twitter.com/ITBCareerCenter/status/781826583652892675
23 Sep 2016,@ADA_INDONESIA,ADABAND for Mitsubishi Truck Campaign 2016. Thank you Bandung  pic.twitter.com/E9mOkA8v1d,0,5,4,,https://twitter.com/ADA_INDONESIA/status/779342069470859264
19 Sep 2016,@Solargard_Indo,Thankyou for participating in Mitsubishi Lovers City Rally 2016 Gardian Indonesia. Protected by Solar Gard :) pic.twitter.com/EYwwFAvSZM,0,0,0,,https://twitter.com/Solargard_Indo/status/777707743104733184
18 Sep 2016,@Cikal170,I liked a @YouTube video from @autonetmagz http://youtu.be/TkNnt6OBGJ8?a  Review Mitsubishi Mirage facelift Indonesia 2015,0,2,0,,https://twitter.com/Cikal170/status/777357695028432896
18 Sep 2016,@NatGasWorld,Mitsubishi led consortium gets Indonesia gas power plant project http://buff.ly/2d5y9dY pic.twitter.com/i9eY0S0OlS,0,1,1,,https://twitter.com/NatGasWorld/status/777311227102003200
12 Aug 2016,@Parmigiani_S,Mitsubishi Motors reveals XM Concept crossover SUV in Indonesia http://ift.tt/2aPP831 ,0,0,1,,https://twitter.com/Parmigiani_S/status/763872832082288640
12 Aug 2016,@japantimes,Mitsubishi Motors reveals XM Concept crossover SUV in Indonesia http://jtim.es/vrfj3039VsR ,0,3,0,,https://twitter.com/japantimes/status/763870741435670530
11 Aug 2016,@kyatmaja,Bersama Bos #Mitsubishi #Fuso @The 24th #Gaikindo #Indonesia #International #Autoshow Opening Ceremonypic.twitter.com/j3vutFsotn,0,1,2,,https://twitter.com/kyatmaja/status/763719748206985216
10 Aug 2016,@Beritasatu,#PopulerB1 #Otomotif: Mitsubishi XM Concept World Premier di Indonesia http://brt.st/5gJr pic.twitter.com/bBj0rbwL6e,0,0,0,,https://twitter.com/Beritasatu/status/763370586215030784
10 Aug 2016,@BetweenTheAxles,2017 Mitsubishi Delica D:5 previewed by XM Concept in Indonesia. http://bit.ly/2b5cZy3 pic.twitter.com/r2ZksJR86N,0,0,1,,https://twitter.com/BetweenTheAxles/status/763223003484172292
8 Aug 2016,@DisnakerID,Mitsubishi Electric Automotive Indonesia Jobs: Accounting Project Executor | Warehouse Staff | Sales Admin St... http://bit.ly/2ay8qIN ,0,0,0,,https://twitter.com/DisnakerID/status/762491652162269185
8 Aug 2016,@TMRnews,Mitsubishi Shows XM Crossover MPV Concept In Indonesia - http://tmrne.ws/2aNaZqX  | @MitsubishiAust #Mitsubishi pic.twitter.com/aDVDL0SPPp,0,1,0,,https://twitter.com/TMRnews/status/762478113661919236
6 Aug 2016,@MotorTraderMY,Mitsubishi XM Concept previews new compact crossover MPV model for Indonesia in 2017 | Motor Trader Car News http://www.motortrader.com.my/news/mitsubishi-xm-concept-previews-new-compact-crossover-mpv-model-for-indonesia/ …,0,0,0,,https://twitter.com/MotorTraderMY/status/761743136968224768
4 Aug 2016,@AutonetMagz,"Meet The Mitsubishi XM Concept, A Concept MPV For Indonesia! http://autonetmagz.net/meet-the-mitsubishi-xm-concept-a-concept-mpv-for-indonesia/27036/ …pic.twitter.com/cytZPjaZA7",0,0,1,,https://twitter.com/AutonetMagz/status/761196120911425536
4 Aug 2016,@AutoVerdict,Mitsubishi XM Concept takes on emerging market MPVs http://bit.ly/2avStEy  #Indonesia #Mitsubishi #XM,0,1,0,,https://twitter.com/AutoVerdict/status/761177385005965312
4 Aug 2016,@Mitsubishi_IRL,#Mitsubishi XM Concept Crossover #SUV Debuts at #GAIKINDO Indonesia International Auto Show 2016 pic.twitter.com/LtlM1pawVb,0,5,4,,https://twitter.com/Mitsubishi_IRL/status/761105201688305664
2 Aug 2016,@AutonetMagz,First Impression Review Mitsubishi Mirage Facelift Indonesia http://autonetmagz.com/first-impression-review-mitsubishi-mirage-facelift-indonesia/44016/ …pic.twitter.com/i4SC99dwAw,0,0,0,,https://twitter.com/AutonetMagz/status/760275012678856704
28 Jul 2016,@PemcoWorldAir,"Mitsubishi Aims For #MRJ Credibility, ARJ21 Enters Indonesia http://aviationweek.com/commercial-aviation/mitsubishi-aims-mrj-credibility-arj21-enters-indonesia … via @aviationweek #aircraft",0,1,1,,https://twitter.com/PemcoWorldAir/status/758693757290029056
26 Jul 2016,@AutonetMagz,"Finally, Mitsubishi Indonesia Officially Introduced Mitsubishi Mirage Facelift! http://autonetmagz.net/finally-mitsubishi-indonesia-officially-introduced-mitsubishi-mirage-facelift/26785/ …pic.twitter.com/yyfO3mM6A9",0,0,1,,https://twitter.com/AutonetMagz/status/757881972765044736
25 Jul 2016,@TopGearPh,"#Mitsubishi to unveil a concept SUV at #Indonesia International Auto Show:
http://bit.ly/2aqXnpF ",1,1,8,,https://twitter.com/TopGearPh/status/757561161525014528
22 Jul 2016,@drivespark,#Mitsubishi To Unveil Small MPV Crossover Concept In Indonesia http://www.drivespark.com/four-wheelers/2016/mitsubishi-to-unveil-small-mpv-crossover-concept-in-indonesia-015899.html … #autonews,0,0,1,,https://twitter.com/drivespark/status/756340143837949952
21 Jul 2016,@Mitsubishi_IRL,Crossover MPV concept at Indonesia International Auto Show 2016 fuses the toughness of an SUV with MPV versatility. pic.twitter.com/E0jw5uITt9,0,3,7,,https://twitter.com/Mitsubishi_IRL/status/756036133885280256
21 Jul 2016,@MitsubishiBD,"【Gaikindo Indonesia International Auto Show 2016】

Mitsubishi Motors will debut a small crossover MPV concept car... http://fb.me/8h9TNETAU ",0,0,1,,https://twitter.com/MitsubishiBD/status/756033214813245441
20 Jul 2016,@rinaldiufo,I liked a @YouTube video from @autonetmagz http://youtu.be/gi31cYj7m4M?a  Review and test drive Mitsubishi Delica D5 Indonesia by AutonetMagz,0,0,0,,https://twitter.com/rinaldiufo/status/755483820045045761
19 Jul 2016,@business_supser,#Mitsubishi Loan for Tangguh LNG 3 Project in Indonesia : Contributing to Stable Supply of ... Read more: http://owler.us/aa4zeI  $8058,0,0,0,,https://twitter.com/business_supser/status/755376822846488576
18 Jul 2016,@AutonetMagz,Preview Mitsubishi Mirage Facelift 2016 Indonesia http://autonetmagz.net/preview-mitsubishi-mirage-facelift-2016-indonesia/26597/ …pic.twitter.com/myjcfHiF4H,0,0,0,,https://twitter.com/AutonetMagz/status/754990196790136832
12 Jul 2016,@zizibadjrie,"Day 1 (with Hasna, Intan, and Indryani at PT. Mitsubishi Electric Automotive Indonesia) — https://path.com/p/3qSYVl ",0,0,0,,https://twitter.com/zizibadjrie/status/752659601456132096
12 Jul 2016,@juniyulianii,Back to reality! (at Mitsubishi Electric Automotive Indonesia) — https://path.com/p/33jMhr ,0,0,0,,https://twitter.com/juniyulianii/status/752656900307595265
10 Jul 2016,@legal_career_id,#Lowonganpekerjaan PT Mitsubishi UFJ Lease & Finance Indonesia - Legal Compliance & Staff (Deadline 10-07-16) http://bit.ly/28DE3tL ,0,0,0,,https://twitter.com/legal_career_id/status/752072499689652224
1 Jul 2016,@NAR,Mitsubishi-backed LNG project in Indonesia to lift output 50% http://s.nikkei.com/2993s7v ,0,1,1,,https://twitter.com/NAR/status/748777485731409920
27 Jun 2016,@erytromisin,I liked a @YouTube video from @otodriver http://youtu.be/853d_Aw5htA?a  Mitsubishi All New Pajero Sport 2016 - First Drive Review Indonesia -,0,0,0,,https://twitter.com/erytromisin/status/747369668202074112
24 Jun 2016,@tebbeahmad,Big familly Quality Assy  #meaina @ PT. Mitsubishi Electric Automotive Indonesia https://www.instagram.com/p/BHBlbKIAoZw/ ,0,0,0,,https://twitter.com/tebbeahmad/status/746206792988844033
20 Jun 2016,@DadSwagg,#MiniVanMonday vankulture_indonesia  -  Living legend minivan from indonesian family #mitsubishi… https://www.instagram.com/p/BG4RfkfQr2Y/ ,0,0,0,,https://twitter.com/DadSwagg/status/744896323388846080
11 Jun 2016,@randyhartono,"I liked a @YouTube video from @ototaiment http://youtu.be/I5A1ZXfkTbo?a  Mitsubishi Indonesia Recall Ratusan Ribu Kendaraannya, Update",0,0,0,,https://twitter.com/randyhartono/status/741631580129660929
