ID,label,tanggal,judul,narasi,nama file gambar
97515,0,28/01/2017,"The Habibie Center, Drone Emprit: Breaking the chambers walls","The Habibie Center, Drone Emprit: Breaking the chambers walls",97515.jpg
744682,0,29/01/2017,Aplikasi serupa WhatsApp yang Berpotensi Disalahgunakan dalam Penyebaran Berita Palsu dan Fitnah,Aplikasi serupa WhatsApp yang Berpotensi Disalahgunakan dalam Penyebaran Berita Palsu dan Fitnah,744682.jpg
15590,1,30/01/2017,: Pernyataan Danjen Kopassus Dukung FPI,TNI umumnya WARAS kecuali wereng coklatkenapa gitu yah ? masa sih sejarah buruk harus terulang kembalikan serem bgt. DANJEN KOPASSUS :FPI ITU ORMAS TERBESAR DAN SUKA MEMBANTU MEMBERANTAS KEMAHSIATAN. YANG HARUS DIBUBARKAN ORMAS PREMAN YANG SUKA MEMBEKINGI KEMAHSIATAN DAN SUKA BIKIN RESAH MASYARAKAT.,15590.jpg
146664,1,31/01/2017,: Tulisan Ustadz Felix Siauw Tentang Habib Rizzieq,"Ustad Felix Siauw
 Saya jadi bingung, apa sebenarnya kesalahan Habib Roziq yg paling pondamental, sehingga negara ini kompak membencinya
 Kalo krn persoalan politik, dia tidak punya partai..
 Kalo krn urusan ekonomi, ekonomi siapa yg dia rusak",146664.jpg
974055,0,31/01/2017,: Waspadai Buah Naga Oplosan,"Mengkonsumsi Buah Naga perlu kejelian dalam memilih buah yang aman dikonsumsi, karena sudah banyak beredar buah naga yang diberi hormon oplosan dalam proses membesarkan buah",974055.jpg
400613,0,02/02/2017,: Pengobatan Jantung Koroner dengan Terapi Kelasi  Bisa Gantikan Angioplasty,Pengobatan Jantung Koroner dengan Terapi Kelasi (Chelation) Bisa Gantikan Angioplasty,400613.jpg
474341,1,03/02/2017,: Pesan Whatsapp Mohammad Guntur Romli kepada relawan BADJA,"Beredar foto percakapan WA seperti gambar dibawah ini, seolah adalah pesan dari Mohamad Guntur Romli kepada relawan BADJA utk menekan KH Maaruf di persidangan Ahok :",474341.jpg
81115,1,04/02/2017,: Anggota Kepolisian Tergabung Dalam Jaringan Radikalisme,"merekalah yg tak mementingkan pangkat dunia, mereka inginkan jihad rindu syahid di jln ALLAH. mereka di syria kita doakan perjuangan mereka berdua amin",81115.png
335074,1,04/02/2017,"Firza Husein Akui Chat Seks Dengan Rizieq Shihab, Setelah Menjawab 20 Pertanyaan di Mako Brimob Kelapa Dua","Firza Husein Akui Chat Seks Dengan Rizieq Shihab, Setelah Menjawab 20 Pertanyaan di Mako Brimob Kelapa Dua",335074.jpg
376033,1,04/02/2017,KTP Pemilih Digandakan Untuk Orang Yang Sama Beretnis China,"Ditemukan penggandaan KTP untuk pilkada, hati-hati! Waspada kecurangan!",376033.png
654560,0,04/02/2017,: Foto Makan Bersama SBY dengan GNPF MUI,Foto Makan Bersama SBY dengan GNPF MUI,654560.jpg
883929,1,05/02/2017,Video Permintaan Maaf Ahok ke Kyai Maruf Amin Disebut Dibuat Pada Tanggal 30 Januari 2017,Video Permintaan Maaf Ahok ke Kyai Maruf Amin Disebut Dibuat Pada Tanggal 30 Januari 2017,883929.jpg
892122,1,05/02/2017,"Shinta Nuriyah Dikatakan Berkomentar Soal Ahok dan FPI, dan Mengecam GP Ansor","Ketika marwah istri gurumu yang engkau hormati jelas-jelas diinjak-injak oleh gerombolan laskar lapar dimana kegaranganmu?
 Mengapa kalian terlihat garang menyikapi ucapan ahok kepada KH. Ma`ruf Amien yg ada *unsur kebohongan di ruang pencari kebenaran?*",892122.jpg
261333,1,06/02/2017,"Running text Metro TV, Istighosah Tanggal 5 Februari Dirumah Djan Faridz Dihadiri Oleh Kiai Said Aqil Siroj","Running text Metro TV, Istighosah Tanggal 5 Februari Dirumah Djan Faridz Dihadiri Oleh Kiai Said Aqil Siroj",261333.png
523481,1,06/02/2017,"Tangkapan Layar dari Video Metro TV Yang Berjudul 300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals","Tangkapan Layar dari Video Metro TV Yang Berjudul 300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals",523481.jpg
687313,1,06/02/2017,Sertifikasi Khatib dengan Persyaratan dan Nominal Penghasilan,Info Sertifikasi Khatib,687313.png
294091,1,07/02/2017,Menuliskan Kode Tertentu Muncul Nama Mark Zuckerberg Bukti Akun Tidak Di-Hack,"Bagaimana cara mengetahui bahwa AKUN anda TIDAK PERNAH di HACK?
 Caranya cukup mudah loh :
 *Cukup ketikan @ [ 4 : 0 ] tanpa spasi pada kolom komentar
 *Jika yang keluar adalah nama Mark Zuckerberg artinya akun anda aman2 saja
 *Jika yang muncul nama lain, maka akun anda harus di setting ulang keamanannya (ubah password, dll)",294091.jpg
15563,0,07/02/2017,Surat C6 Sebagai Syarat Memberikan Hak Pilih Pada Pilkada DKI Jakarta,"Pengumuman penting soal Pilkada DKI 2017. Pemilih Wajib ambil surat C6 on 12  13 Feb dgn pengurus RT. Apabila sampe 14 Feb surat C6 tidak diambil langsung pemilik, RT akan kembalikan ke KPU & warga DKI yg tidak milik C6 hanya bisa memilih jam 12.00  13.00 saja! Bawa E-KTP, SuKet + KK asli. Jika lewat dari pk 13.00 Suara Anda Hangus! Tlg Sebarkan! Thank you",15563.jpg
933072,0,07/02/2017,Teori Flat Earth Bukanlah Hoax,"Teori Bumi Datar/Flat Earth (FE) bukanlah hoax. Ia adalah bagian pengetahuan manusia di zaman dahulu, ketika perkembangan ilmu dan instrumen masih sangat terbatas untuk memahami fenomena alam yang ada. Seiring dengan perkembangan waktu, budaya dan pengetahuan manusia, mulailah ditemukan bukti empiris bahwa bumi itu bulat lonjong, dan bukti secara langsung telah didapatkan ketika manusia sudah berhasil melihat bumi dari luar angkasa",933072.jpg
203970,1,08/02/2017,Mengkonsumsi Sayap dan Ceker Ayam yang Disuntik Hormon Dapat Menyebabkan Kanker,"SAYAP & CEKER AYAM ? 
 Entah Anda sudah menikah atau belum
 menikah, maka perempuan harus berhati².
 Baru² ini artis Tionghoa Xia Yi divonis
 tumbuh LISTS dalam rahim (kista coklat)
 dan Hu Qing Wen melakukan operasi
 tumor yg penuh dengan darah, dan
 darahnya berwarna hitam gelap. Mereka
 berpikir bahwa setelah operasi akan
 sembuh, tetapi hanya beberapa bulan
 kambuh lagi, sehingga akhirnya mereka
 melakukan konsultasi ke ginekolog",203970.png
351430,1,08/02/2017,Kaesang Sindir SBY Dalam Akun Media Sosialnya,"Saya bertanya kepada Bapak Presiden dan Kapolri, apakah rasa sakit karena mencintai diam-diam itu ditanggung oleh BPJS?",351430.jpg
539835,0,08/02/2017,Cara Melaporkan Situs dan Konten yang Tidak Pantas ke Google,Cara Melaporkan Situs dan Konten yang Tidak Pantas ke Google,539835.png
367803,1,09/02/2017,"AA GYM : Lebih baik pilih pemimpin koruptor tapi muslim. Daripada pemimpin bersih, jujur tapi KAFIR ","Lebih baik pilih pemimpin koruptor tapi muslim. Daripada pemimpin bersih, jujur tapi KAFIR (Non Muslim)",367803.jpg
285885,1,12/02/2017,Larangan Sholat Lima Waktu di Istana,"Pegawai dilingkungan istana mulai resah, karena sholat di masjid baiturahman tidak diperbolehkan kecuali sholat jumat.",285885.jpg
343227,1,12/02/2017,450 RIBU KTP DIKIRIMKAN DARI KAMBOJA UNTUK KEPENTINGAN KAMPANYE,"Pengiriman KTP dari Kamboja ditujukan kepada :
 Leo (saudara istri Ahok  Veronica )
 Jumlah Orderan KTP dan NPWP ASPAL : 450 RIBU LEMBAR",343227.jpg
515259,1,12/02/2017,"Bocoran Nama-Nama Penerima Gratifikasi Proyek eKTP, Terdapat Nama Ahok",Beredar nama-nama anggota DPR-RI Penerima Dana Milyaran Fee E KTP. Ada nama Ahok (Basuki Tjahja Purnama) Menkumham (Yasona Laoly) Gub Jateng dan Gubernur Sulut. Berikut nama-nama yang berasal dari BAP Tersangka Irman (mantan dirjen Disdukcapil Depdagri),515259.png
851133,1,12/02/2017,BAHAYA ANAK BERMAIN MANDI BOLA,"Ada virus yang menyerang anak-anak setelah bermain di kolam bola. setelah dibawa ke dokter dii RS Hasan Sadikin ternyata dokter menyimpulkan bahwa anak tersebut terkena virus. Virus itu menyebabkan kelumpuhan, akibat virus yang menyebar dari tulang belakang, dan merambat ke otak.",851133.jpg
883900,1,12/02/2017,"Pencabutan sertifikasi halal untuk McD, KFC, Pizza Hut, & Dominos","Berita penting
 Dewan Yudisial Muslim (MJC) dan IQSA telah mencabut sertifikasi dari McDonald, KFC, dominos & pizza hut.",883900.jpg
507060,1,13/02/2017,TNI Bergerak ke Megamendung untuk Menghadang Polisi dan Lindungi Habib Rizieq,"Breaking news!:
 Ada info pasukan elit TNI bergerak ke Megamendung menghadang polisi..
 Allohu Akbar..Takbir!!!",507060.jpg
711862,1,13/02/2017,Jika Kami Menang Gereja di Jakarta Harus Lebih Besar dari Istiqlal,"1. Jika Kami Menang Gereja di Jakarta Harus Lebih Besar dari Istiqlal
 2. Ahok: Saya Ingin Jakarta Punya Gereja Seluas Vatikan Roma Bebas Masuk Untuk Semua Agama",711862.jpg
957623,1,13/02/2017,KH Maimoen Zubair Doakan yang Tidak Baik untuk Ahok,DOA SYAKHINA KH. MAIMOEN ZUBAIR UNTUK AHOK SI PENISTA ALQURAN AHOK LAKNAT,957623.jpg
130218,1,14/02/2017,Markas Indonesia Mengajar Dijadikan Basecamp oleh Anies di Pilkada DKI,Markas Indonesia Mengajar yg seharusnya bebas dari kepentingan politik dijadikan basecamp oleh anies di pilkada DKI,130218.jpg
761001,1,14/02/2017,Akun Facebook Satlantas Surakarta Memasang Logo Palu Arit,Akun Facebook Satlantas Surakarta Memasang Logo Palu Arit,761001.jpg
556202,0,14/02/2017,Mobil Bagian Belakang Ditempel Orang Jahat Sticker Palu Arit Logo Komunis,Info penting: bagi pengemudi mobil agar berhati hati saat parkir kendaraannya. Temen habis jalan dari parkiran di.berhentikan oleh polisi dikarenakan mobil bagian belakang ditempel orang jahat sticker palu arit logo komunis. Temen dibawa ke kantor polisi diperiksa sampe skrg masih blom pulang. Sebaiknya periksa dulu disekeliling mobil sebelum jalan. Sebarkan ke grup WA.,556202.jpg
875686,2,16/02/2017,": Website KPU dijebol oleh hacker China, Sehingga Suara Ahok Jadi Naik","Website KPU dijebol oleh hacker China, Sehingga Suara Ahok Jadi Naik",875686.jpg
113826,1,16/02/2017,: IT KPU dituding Curang Matikan Server Situs KPU,Memanasnya pemilihan Gubernur DKI Jakarta banyak memunculkan spekulasi yang berujung pada hasut maupun fitnah. seperti salah satu akun pengguna facebook ini yang menilai bahwa ada kecurangan yang dilakukan oleh pihak IT dari KPU yang mematikan server se.,113826.jpg
351396,1,16/02/2017,: Situs KPU diretas Hacker,Seperti postingan salah satu pengguna facebook ini yang menyebutkan bahwa situs KPU telah diretas oleh hacker yang berbasis di Australia,351396.jpg
367784,1,16/02/2017,Mesin Penyedot Suara dari Tiongkok Mulai Bermain,"Mesin Penyedot Suara dari Tiongkok Mulai Bermain, #KPU_DKI_DIHACK
 Website KPU gampang jebol, karena scriptnya telanjang",367784.jpg
744613,1,16/02/2017,: Rekruitmen PT. Angkasapura Airport,"DI BUKA LOWONGAN PEKERJAAN
 PT.ANGKASA PURA AIRPORT",744613.jpg
318622,1,17/02/2017,: Server KPU di Hack Ainun Najib dari Singapura,"Ternyata Kepala Administrator server KPU si ainin najib Team pemenang jokowi di pilpres masa lalu yg tinggal di singapore
 Dan skrg pun ternyata server kpu dikendalikan dr singaporeinnalillahi.lah sekarang lembaga negara serevernya dikendalikan dari singapore.. Laa hawla wa laa quwwata illa billaah..",318622.jpg
474274,1,17/02/2017,: PKI Gelar Lomba Baca Puisi di Universitas Pekalongan,PKI Gelar Lomba Baca Puisi di Universitas Pekalongan,474274.png
15502,1,18/02/2017,Poster Aksi Damai Bela Islam 5 Yang Mencantumkan Nama dan Foto Gatot Nurmantyo,"Beredarnya poster aksi damai bela Islam 5 menjadi viral di media sosial. Sebab, di dalam poster tersebut terdapat nama dan foto Panglima TNI Jenderal Gatot Nurmantyo",15502.jpg
523406,1,18/02/2017,AOCT,"Sebarkan ini lah yg mengheck dan mengganti data di kpud 2017, yg telah mendzolimi pemimpin bapak anies dan bapak uno, harusnya paslon pilihan Allah nomer 3, bapak anies dan bapak Uno, sudah mencapai suara 70% lebih, dan satu putaran kemenangan, tp gara2 hecker laknatullah ini telah mengganti tabulasi data, dalam seragam mereka tertulis AOCT (Ahokers Organitasion Cyber Team). kita muslim hecker lulusan 212 berhasil mengatasinya.",523406.jpg
695454,0,18/02/2017,Modus Kejahatan Menguras Rekening Bank Melalui Penukaran SIM Card Ponsel,"Modus kejahatan kian berkembang. Di era digital saat ini, ada modus kejahatan terbaru yaitu pembobolan rekening memanfaatkan nomor ponsel dengan cara mengganti kartu SIM asli ke operator penyedia layanan selular terkait. Modus ini disebut dengan SIM Swap, yaitu pengambilalihan nomor ponsel seseorang sebagai sarana bagi pelaku kejahatan unt",695454.jpg
236680,1,19/02/2017,Pengurus Masjid Al-Waqfiyah Salemba Jakarta Tak Layani Doa dan Solat untuk Kematian Warga Yang Mendukung Kafir,"kel.pekojan,jati padang dan salemba bluntas tlh mengikrarkan.mudah2an yg lain mengikuti.dr hal yg kecilaamiinaamiin..
 .aamiin yaa qabul",236680.jpg
343166,1,19/02/2017,Foto Wagub DKI Sedang Berada di Sebuah Gereja dan Mempertanyakan Agama Djarot,Foto Wagub DKI Sedang Berada di Sebuah Gereja dan Mempertanyakan Agama Djarot,343166.jpg
941191,1,19/02/2017,Uang Bayaran dari Tim Basuki-Djarot,Uang Bayaran dari Tim Basuki-Djarot,941191.jpg
572552,0,19/02/2017,Perlakuan Berbeda antara GNPF MUI dengan Teman Ahok Terkait Sumbangan Dana di Hadapan Polri,"GNPF- Dana sedekah umat jelas sumbernya dan penggunaannya, Dipolisikan
 Teman Ahok : Dana sumbangan untuk kegiatan poltik dan tidak jelas sumbernya. Dibiarkan.
 Kok beda perlakuannya? Apakah umat tidak boleh bersedekah",572552.jpg
588926,0,19/02/2017,Foto Bareng Anies Baswedan dengan Ulama Petinggi ISIS Yusuf Al-Qaradhawi,"Kog bisa ya mereka berfotoan bareng dg mesra. Bukankah yusuf qardawi adl ulama tertinggi isis dan al aeda..?!?!
 Ada apa dg anies????
 Masih ingat perang antara isis dg jabahbal nusra.. Abu bakarval bahgdadi memohon fatwa kpd yusuf al qardawi",588926.jpg
638062,1,20/02/2017,Acara Lomba Baca Puisi Wiji Thukul di Universitas Pekalongan,Beredar poster dan selebaran Lomba Baca Puisi Karya Wiji Thukul yang diselenggarakan oleh organisasi mengatasnamakan Gerakan PKI di Universitas Pekalongan.,638062.jpg
646254,1,20/02/2017,Foto Jokowi dan Megawati Potong Tumpeng Di Atas Meja Berlambang PKI,Beredar foto Presiden Joko Widodo dan Mantan Presiden Ke-5 Megawati Soekarnoputri tengah memotong tumpeng di atas meja berlogo PKI.,646254.jpg
425078,0,20/02/2017,7 Tipe Informasi Hoax,7 Tipe Informasi Hoax,425078.png
670824,2,21/02/2017,Tim Kampanye Ahok Bagi-Bagi Uang Melalui ATM,"ahoker lagi bagi-bagi atm untuk yang kemarin memilih ahok di pilkada.
 
 dengan syarat bawa ktp dan bukti kalau dia nyoblos/milih ahok",670824.png
498797,1,21/02/2017,Anak Durhaka Berubah Menjadi Ikan,Beredar video ikan berbentuk aneh dengan judul video Anak Durhaka.,498797.png
244844,0,21/02/2017,Masjid Istiqlal Digembok Untuk Menghalau Peserta Aksi 212 Jilid 2,"massa 212 sudah datang ke Istiqlal, tapi Istiqlal di gembok",244844.jpg
474216,0,21/02/2017,Penembak Jitu Membidik Peserta Aksi 212 Jilid 2,"LIHATLAH..
 BEGINI YG NAMANYA
 PELINDUNG RAKYAT..
 REZIM BINATANG",474216.jpg
728157,1,22/02/2017,Jembatan Kaca di Cina Jatuh Hancur Membawa Bencana,"China Jang Jia Jie
 Jembatan kaca jatuh hancur membawa bencana",728157.jpg
752739,1,22/02/2017,Prof. Taruna Ikrar : Ahok alami masalah pada otak,Prof. Taruna Ikrar : Ahok dan pendukungnya alami masalah otak,752739.png
842844,1,22/02/2017,PARACETAMOL MENGANDUNG VIRUS MACHUPO,"PERINGATAN URGENT! Hati-hati untuk tidak menggunakan parasetamol yang datang ditulis P / 500. Ini adalah parasetamol baru, sangat putih dan mengkilap, mengandung Machupo virus, dianggap salah satu virus yang paling berbahaya di dunia. Dan dengan tingkat kematian yang tinggi. Silakan berbagi pesan ini, untuk semua orang dan keluarga. Dan menyelamatkan hidup dari mereka .. saya sudah melakukan bagian saya, sekarang giliran Anda",842844.jpg
154715,1,23/02/2017,MINUM DENGAN POSISI BERDIRI BISA TIMBULKAN SAKIT BATU GINJAL,Minum air dengan posisi duduk lebih sehat daripada minum air sambil berdiri. Minum air sambil berdiri salah satu penyebab batu ginjal.,154715.png
162905,1,25/02/2017,"Sri Mulyani Indrawati sedih, Rp400triliun anggaran Kemendikbud Habis Tapi Hasil Tidak Tercapai","Sri Mulyani Indrawati sedih, Rp400triliun anggaran Kemendikbud habis tapi hasil tidak tercapai",162905.jpg
244817,1,27/02/2017,PUTRI RAJA SALMAN YANG CANTIK,"PUTRI RAJA SALMAN YANG CANTIK
 Entah nanti kalau putri Raja Arab ini ikut ke Indonesia mengenakan Hijab atau tidak? Kalau nekat tidak mengenakan Hijab apa Habib Rizieq mau menjemputnya?
 Cuma nanya doang.
 Salam Dung Dung Pret!",244817.jpg
818249,1,27/02/2017,PGI siap berkati jasad muslim pendukung ahok yang tidak diurus oleh muslim,PGI siap berkati jasad muslim pendukung ahok yang tidak diurus oleh muslim,818249.jpg
212044,1,28/02/2017,Lowongan Kerja PT. Badak LNG,Lowongan Kerja PT. Badak LNG,212044.jpg
506954,0,01/03/2017,Ahok Bersalaman dengan Raja Salman adalah Editan,"Broo..
 Kita harus cerdas seperti kasus BOM PANCI..
 Jika HP kalian bisa nge ZOOM maka lihat tangan si AHOK
 Karena cincin yang di gunakan itu bukan tangan AHOK
 Jadi kalo mau ngedit bahwa AHOX bersalaman dengan Raja Salman harus rapi dong
 Malu di konplen oleh Raden Adhi Winata ha ha ha",506954.jpg
883783,1,03/03/2017,Penculikan Anak deng Modus Pura-pura Gila di Pemalang,Kepada masyarakat indonesia yang mempunyai anak kecil ataupun adek kecil mohon saat ini jangan dibolehkan keluar dari rumah. soalnya penculikan anak kini terjadi lagi khusus nya di wilayah JAWA TENGAH (pematang_pekalongan_batang) polisi masih mencari para komplotan penculik dari 20 orang ketangkap 1 orang di desa rembun kabupaten pekalongan. Maka dari itu yang kini jumlahnya 19 orang masih beraksi dan polisi mengharapkan anda untuk berpartisipasi dan bekerja sama demi keamanan dan demi kesejahteraan masyarakat.,883783.jpg
523335,0,03/03/2017,Dana Santunan Haji Korban Kecelakaan Mekkah 2015 Ditahan oleh Kemenlu,"*Valid*
 Sangat luar biasa zholim!
 Masih ingat peristiwa Crane di Masjidil Haram..?
 Kerajaan Saudi bertanggung jawab dan akan menyantuni para korban, tnyata sudah cair sejak lama tapi belum disalurkan kepada korban oleh Kemlu, dengan alasan masih verifikasi!
 brp lama verifikasinya pak..?
 Sampai kapan itu diverifikasi?
 Sementara kafir Harbi, Syiah dan kelompok munafik terus menerus membuat fitnah kepada Arab Saudi.",523335.jpg
957506,0,03/03/2017,Polisi Tangkap Perekayasa Chat Hoax Kapolri dan Kapolda Jabar,Polisi Tangkap Perekayasa Chat Hoax Kapolri dan Kapolda Jabar,957506.jpg
580678,0,04/03/2017,Halaman Surat Kabar Berbahasa Arab Memprotes Sikap Pemerintah Indonesia karena Dianggap Kurang Memiliki Tata Krama terhadap Raja Salman,"Dengan bantuan google translate dari Chrome Browser, dapat diketahui bahwa isi surat kabar tersebut sama sekali tidak membahas tentang apa yang diklaim oleh kedua akun di atas.",580678.jpg
23618,2,05/03/2017,: Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU,Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU,23618.jpg
719937,1,05/03/2017,: Ibu Iriana Dapat Kalung dari Raja Salman dan Diserahkan ke KPK,"Ini Kalung2 Berlian Pemberian Raja Salman ke Ibu Iriana Jokowi yang Diserahkan ke KPK, Benarkah?",719937.jpg
752708,1,05/03/2017,: Perampokan Terekam CCTV di Jalan Braga Bandung,"Perampokan di Jl. Braga pada 28/1/2017, hati-hati bila hangout di mana saja",752708.jpg
687162,2,06/03/2017,: Comedian Ernest Prakasa Sebut Zakir Naik Sebagai Pendana ISIS,"JK dengan hangat menjamu Zakir Naik, orang yang terang-terangan mendanai ISIS. Sulit dipahami",687162.jpg
293948,1,06/03/2017,: Anies - Sandi dituduh Telat Datang Dalam Acara Rapat Pleno,Anies  Sandi dituduh Telat Datang Dalam Acara Rapat Pleno,293948.jpg
900141,1,07/03/2017,Ada Hio atau Dupa di Ruang Sidang Ahok Yang Dikaitkan Dengan Mistis,Ada Hio atau Dupa di Ruang Sidang Ahok Yang Dikaitkan Dengan Mistis,900141.jpg
900139,1,08/03/2017,Penculikan Anak Gelandangan di Brebes,Penculikan Anak Gelandangan di Brebes,900139.jpg
7214,0,08/03/2017,"Nezar Patria adalah Kader PKI, Ikut Rapat Setiap Malam di Istana Setelah Jam 8 Malam, Demikian Tuduhan dari Alfian Tandjung","Nezar Patria adalah Kader PKI, Ikut Rapat Setiap Malam di Istana Setelah Jam 8 Malam, Demikian Tuduhan dari Alfian Tandjung",7214.jpg
736301,0,08/03/2017,Alfian Tandjung Menuduh NU Kendal Rayakan HUT PKI Pada Tanggal 23 Mei 2015,Alfian Tandjung Menuduh NU Kendal Rayakan HUT PKI Pada Tanggal 23 Mei 2015,736301.jpg
687146,0,09/03/2017,Foto Putri Raja Salman Mengenakan Pakaian Adat Bali,Foto Putri Raja Salman Mengenakan Pakaian Adat Bali,687146.jpg
375849,1,10/03/2017,Pengendara Gojek Ditabrak Lari Oleh Sopir Angkot di Tangerang,"Para sopir angkot se Tangerang! Mohon ingat baik2, apakah kalian puas dengan melakukan hal ini kepada teman seperjuangan saya?? KaIian sudah mengambil rezeki temanku ini dan mengambil nyawanya pula!? Kalian boleh berdemo, tetapi bukan begini caranya! Yang kalian buat sekarang akan menambah masalah baru!! Sekarang apakah kalian mau diperlakukan sama oleh para kita sopir online?? Tolong berpikir!b siapapun sopir angkot yang menabrak temanku ini lebih baik cepat cepat mengakui dan menyerahkan diri.!! Kepada sopir online gojek, secra pribadi saya sopir grab ikut turut berduka cita, mohon tidak melakukan tindakan anarki, mohon kita sebagai driver online setidaknya memberikan contoh yang baik, biar kita serahkan kepada pihak yang berwajib. Salam satu aspal.",375849.jpg
490534,1,10/03/2017,"Kompas Bikin Hoax, Turn Back Hoax Tutup Mata","Biang HOAX kerja sama dengan Turn Back Hoax
 Pantesan Komunitas Turn Back Hoax tutup mata sama Hoax Kompas, ternyata satu afiliasi.",490534.jpg
982053,0,10/03/2017,Meme Foto Gus Mus,Meme Foto Gus Mus,982053.jpg
801826,1,11/03/2017,Video Narasi Disertai Potongan Foto Ahli Sosiologi Selo Soemardjan di Video Berjudul RAMALAN AKHIR KASUS AHOK....,Video Narasi Disertai Potongan Foto Ahli Sosiologi Selo Soemardjan di Video Berjudul RAMALAN AKHIR KASUS AHOK.,801826.png
850974,0,12/03/2017,Penculikan Anak Yang Gunakan Foto Korban Perang dan Video Pembantaian,Berikut Foto yg di ambil dari beberapa media pasar gelap di negara cina sana yang merupakan sumber pasar gelap organ tubuh yang menjadi incaran adalah anak-anak karena di nilai organ tubuh anak adalah yang paling segar dan sehat karena dalam masa pertumbuhan dan tidak tercerma seperti rokok dan bahan kimia lain sehingga harga jual menjadi sangat tinggi untuk organ tubuh anak-anak setelah organ tubuh di ambil mayat mereka akan menjadi sampah atau di beri makan hewan peliharaan seperti buaya atau makanan kebun binatang yang ada di negara cina sana.,850974.jpg
965658,0,13/03/2017,Permen Dot Narkoba,Permen Dot Narkoba,965658.png
687134,0,14/03/2017,Penggerebekan WN China/Taiwan,"Up date!
 Selasa 14 Maret 2017 Penggerebekan Narkoba 1.3 Ton terhadap 62 org China laki2 dan perempuan di perumahan PIK (Pantai Indah Kapuk) Jakarta Utara, penggerebekan di lakukan oleh Aparat kepolisian, TNI, LSM dan Masyarakat,",687134.jpg
105498,1,17/03/2017,Status Keamanan Negara Siaga Satu Pasca Pilkada DKI Jakarta,"Indonesia siaga 1,setelah pilkada nanti entah itu ahok menang atau pun kalah , tentara cina komunis dan sekutunya ingin melakukan makar berdarah diindonesia ingin mengambil alih kekuasaan indonesia dengan dalih mengamankan warga cina di indonesia dari teroris padahal sebenarnya mereka ingin mengambil kekuasaan diindonesia,tentara myanmar pun sedang menuju aceh untuk membalas atas warga budha yang dihukum cambuk diaceh,kekuatan TNI terpecah ada yang diaceh dan dijakarta,anak-anakn TNI pun diperintahkan menjaga pilkada dki.",105498.jpg
793626,0,17/03/2017,Video Pria Terbaring Berazan Adalah KH Hasyim Muzadi,"Keempat sumber tersebut memiliki satu narasi yang sama, yakni mengatakan kalau video tersebut adalah video Dr. KH. Hasyim Muzadi mengumandangkan azan subuh sebelum wafat.",793626.jpg
990233,1,18/03/2017,Polri Tidak Pernah Mengeluarkan Pernyataan Akan Mempidanakan Penerbit Al Quran,Polri Tidak Pernah Mengeluarkan Pernyataan Akan Mempidanakan Penerbit Al Quran,990233.jpg
138259,1,19/03/2017,Menekan Semua Tombol Saat Lift Terjatuh Untuk Mengaktifkan Mekanisme Keselamatannya,CARA PENYELAMATAN DIRI SAAT BERADA DIDALAM LIFT APABILA LIFT TERJUN TAK TERKENDALI,138259.jpg
613394,1,20/03/2017,Makan Mie dan Cokelat Berbahaya,"Ada seorang Wanita meninggal Mendadak dgn  Kelima Panca Indera keluar darah.
 Setelah diselidiki ternyata Wanita ini meninggal, bukan karena Bunuh Diri atau Dibunuh, melainkan karena ketidaktahuan tentang Racun akibat Makanan. Wanita ini memiliki kebiasaan makan coklat tiap hari, ini tidak masalah. Masalahnya, malam itu wanita ini kebanyakan makan MIE GORENG.",613394.png
343052,2,21/03/2017,Anies Menuduh Ahok Menyabotase Lift,Portal dari tersebut memuat berita dengan headline Anies: Ada Percobaan Pembunuhan oleh Ahok terhadap saya dalam kasus jatuhnya lift. Isi dari berita tersebut menyebutkan Anies Baswedan menuduh Basuki Tjahaja Purnama ingin membunuhnya dengan menyabotase lift di Blok M Square.,343052.jpg
424975,0,21/03/2017,Hoax Penculikan Anak Memakan Korban,"Mengedepankan kewaspadaan itu penting. Apalagi, terkait keamanan anak. Namun, kiranya dalam mengajak masyarakat untuk meningkatkan kewaspadaan tidak menggunakan hoax dan provokasi. Hal itu tentunya akan merugikan diri sendiri dan orang lain.",424975.png
203789,1,24/03/2017,MARAK PENCULIKAN ANAK KECIL DENGAN PELAKU SADIS DAN KEJI,"BERITA TERKINI
 PENCULIKAN ANAK KECIL MARAK TERJADI..PELAKUNYA SADIS DAN KEJI ANAK KECIL DISEMBELIH UNTUNGNYA KETAUAN SAMA WARGAPelakunya di amankan di kelurahan terjadi di MaduraSemoga Adik ini cepat sembuh Amiinn",203789.jpg
228361,1,28/03/2017,"Rekomendasi pengacara M. Mahendra Maskur Sinaga, Guna Antisipasi Pelanggaran Privasi","Buat Teman2 Sosial media,
 Direkomendasi oleh Pengacara Bpk M. Mahendra Maskur Sinaga, SH.,MH.,MHD (Wakabid. Advokasi Lembaga Eksekutif Aliansi Indonesia Badan Penelitian Aset Negara DPD Prov. Sumut). Saya juga setuju utk antisipasi.
 Pelanggaran Privasi dapat dituntut secara hukum.",228361.jpg
