,Dist_Taxi,Dist_Market,Dist_Hospital,Carpet,Builtup,Parking,City_Category,Rainfall,House_Price
340,5622.0,11612.0,11735.0,1510.0,1810.0,No Parking,CAT C,950,3523000
341,6509.0,11842.0,12569.0,1458.0,1736.0,Open,CAT B,870,4855000
342,13991.0,16736.0,17999.0,1808.0,2157.0,Not Provided,CAT C,730,5681000
343,8257.0,11489.0,12600.0,1615.0,1954.0,Open,CAT B,760,4108000
344,7259.0,11982.0,13297.0,1640.0,1948.0,Covered,CAT C,960,5127000
345,7197.0,7872.0,11113.0,1060.0,1273.0,Open,CAT B,860,5750000
346,9119.0,11639.0,14374.0,1633.0,1968.0,Open,CAT C,330,8147000
347,9375.0,9562.0,12062.0,1222.0,1473.0,Not Provided,CAT A,630,4957000
348,12946.0,11622.0,15214.0,1619.0,1957.0,Open,CAT B,1280,4558000
349,10948.0,11622.0,14879.0,1624.0,1973.0,No Parking,CAT C,1440,4466000
350,5790.0,14387.0,9654.0,1887.0,2278.0,Open,CAT A,570,7624000
351,9107.0,9300.0,17103.0,1320.0,1583.0,Not Provided,CAT B,540,4372000
352,11198.0,10781.0,16789.0,1450.0,1750.0,Open,CAT C,480,4670000
353,8278.0,16251.0,13857.0,1455.0,1764.0,Covered,CAT A,390,8469000
354,7364.0,7633.0,12153.0,966.0,1172.0,Not Provided,CAT A,900,8547000
355,8692.0,9271.0,12352.0,1922.0,2290.0,Open,CAT A,290,8041000
356,8256.0,16042.0,16071.0,1678.0,1999.0,Not Provided,CAT C,740,4665000
357,11986.0,17552.0,19014.0,1638.0,1952.0,Not Provided,CAT A,690,8184000
359,4604.0,5839.0,7428.0,1145.0,1375.0,Open,CAT A,950,6359000
361,4846.0,6375.0,9920.0,2004.0,2390.0,Open,CAT B,930,5013000
362,15321.0,11916.0,16620.0,1954.0,2378.0,Covered,CAT C,810,4582000
363,7618.0,7083.0,10051.0,1577.0,1879.0,Covered,CAT A,760,8671000
364,9666.0,10668.0,16002.0,1766.0,2138.0,Open,CAT B,580,4998000
365,7318.0,9441.0,12192.0,1362.0,1634.0,Not Provided,CAT A,770,8294000
366,8927.0,10229.0,13380.0,1886.0,2228.0,Open,CAT C,1530,4035000
367,8197.0,14389.0,13108.0,1291.0,1546.0,Open,CAT A,420,9395000
368,6276.0,10973.0,13016.0,1584.0,1897.0,Not Provided,CAT C,1210,4731000
369,7338.0,8547.0,12034.0,1397.0,1686.0,No Parking,CAT B,850,2130000
370,9410.0,12397.0,15927.0,1445.0,1709.0,Open,CAT A,1340,6218000
371,7047.0,9529.0,14945.0,1433.0,1707.0,Not Provided,CAT B,1160,6146000
372,7788.0,10946.0,14208.0,1269.0,1511.0,Open,CAT C,500,5436000
373,7373.0,8907.0,11449.0,1798.0,2134.0,Covered,CAT A,820,7205000
374,9415.0,12467.0,12841.0,1514.0,1822.0,Covered,CAT C,670,4809000
375,6792.0,11510.0,14652.0,1015.0,1216.0,No Parking,CAT C,460,2731000
376,604.0,6231.0,4922.0,1495.0,1799.0,Open,CAT B,950,5716000
377,12898.0,12966.0,15635.0,1759.0,2095.0,Open,CAT C,980,3419000
378,6153.0,10234.0,10502.0,1219.0,1468.0,Covered,CAT B,850,3560000
379,7281.0,8521.0,13216.0,1571.0,1877.0,Open,CAT B,580,5467000
380,8475.0,14837.0,13124.0,1404.0,1670.0,Open,CAT A,620,7673000
382,9913.0,12642.0,15044.0,1124.0,1369.0,No Parking,CAT B,650,6354000
383,6650.0,6080.0,10017.0,1514.0,1837.0,Open,CAT B,1130,3669000
384,10027.0,11992.0,15660.0,1207.0,1476.0,Open,CAT A,720,8737000
385,5558.0,8275.0,10846.0,1484.0,1774.0,No Parking,CAT A,940,5980000
386,5162.0,6611.0,9842.0,1398.0,1678.0,No Parking,CAT B,920,4803000
387,8283.0,14385.0,15540.0,1769.0,2112.0,Open,CAT A,660,9665000
388,6469.0,10114.0,11295.0,1111.0,1322.0,Not Provided,CAT A,610,6550000
389,7754.0,9915.0,9861.0,1078.0,1305.0,Covered,CAT A,1190,5553000
390,9689.0,10159.0,11554.0,1876.0,2254.0,No Parking,CAT C,1340,2165000
391,13015.0,15026.0,15586.0,1909.0,2306.0,Not Provided,CAT C,820,3194000
392,5944.0,7143.0,12384.0,1940.0,2343.0,Covered,CAT A,1130,8469000
393,3132.0,8369.0,8805.0,1391.0,1683.0,Open,CAT B,890,6839000
394,7508.0,10841.0,11927.0,1496.0,1774.0,Not Provided,CAT A,810,7549000
395,3772.0,6427.0,10119.0,1412.0,1699.0,Open,CAT B,680,3920000
396,12545.0,14209.0,16889.0,1121.0,1345.0,No Parking,CAT A,320,8567000
397,12012.0,8507.0,12364.0,1691.0,2026.0,Open,CAT C,700,6053000
398,11605.0,12579.0,16088.0,1599.0,1946.0,Open,CAT B,940,7809000
400,9154.0,12441.0,14070.0,1208.0,1467.0,Not Provided,CAT B,910,5072000
401,9468.0,11604.0,13764.0,1454.0,1737.0,Not Provided,CAT C,870,2309000
402,8044.0,14513.0,15360.0,1555.0,1881.0,Covered,CAT A,1260,9136000
403,7317.0,7638.0,13712.0,1554.0,1852.0,Open,CAT B,440,4812000
404,6860.0,12712.0,12638.0,1491.0,1800.0,Not Provided,CAT A,980,7562000
405,7270.0,9499.0,11654.0,1415.0,1697.0,Open,CAT B,1200,3942000
406,6832.0,13517.0,9360.0,1487.0,1801.0,Open,CAT B,890,5113000
407,6830.0,12550.0,12612.0,1339.0,1589.0,Not Provided,CAT C,1050,3389000
408,7823.0,9200.0,13495.0,1320.0,1562.0,Covered,CAT A,610,8717000
409,8773.0,13547.0,15551.0,1509.0,1799.0,No Parking,CAT A,960,3860000
410,6947.0,9487.0,10385.0,1406.0,1680.0,Not Provided,CAT A,860,6098000
411,7083.0,7275.0,10474.0,1264.0,1502.0,Open,CAT A,800,7941000
412,10057.0,8292.0,13595.0,1905.0,2280.0,Open,CAT B,1060,8235000
413,7214.0,13739.0,13314.0,1209.0,1464.0,Covered,CAT C,600,3674000
414,7935.0,7911.0,10691.0,1546.0,1829.0,Not Provided,CAT B,380,2772000
415,5787.0,14151.0,14705.0,1689.0,2044.0,Open,CAT C,1140,3226000
416,9259.0,8471.0,12891.0,1153.0,1381.0,No Parking,CAT B,730,5327000
417,11445.0,5955.0,13648.0,2063.0,2493.0,Covered,CAT C,810,5148000
418,6650.0,8409.0,12131.0,1848.0,2254.0,Open,CAT B,1000,5997000
419,6858.0,12850.0,12287.0,1718.0,2056.0,Covered,CAT A,1220,8360000
420,11309.0,8252.0,13199.0,1480.0,1773.0,Covered,CAT B,360,6302000
421,5727.0,5902.0,10754.0,1439.0,1724.0,Not Provided,CAT A,900,5092000
422,9328.0,13093.0,12841.0,1576.0,1896.0,Not Provided,CAT B,750,5645000
423,4049.0,4402.0,8614.0,1948.0,2374.0,Open,CAT A,930,8954000
424,5440.0,12550.0,11734.0,1613.0,1893.0,Not Provided,CAT C,1180,4603000
426,12977.0,12302.0,16496.0,896.0,1059.0,Open,CAT A,870,7511000
427,11246.0,10333.0,13997.0,1625.0,1943.0,Not Provided,CAT A,680,7452000
428,16233.0,15074.0,18566.0,1303.0,1587.0,No Parking,CAT A,1310,10231000
429,6824.0,6352.0,8577.0,1340.0,1605.0,Not Provided,CAT B,1000,5340000
430,4127.0,8367.0,9533.0,1410.0,1704.0,Open,CAT B,1130,5976000
431,6214.0,14164.0,14555.0,1432.0,1719.0,Covered,CAT B,990,4954000
432,12322.0,10530.0,16409.0,1891.0,2280.0,Covered,CAT C,360,5156000
433,5389.0,10389.0,11111.0,1322.0,1583.0,Open,CAT A,720,4951000
434,5900.0,10980.0,12617.0,1378.0,1670.0,Covered,CAT C,950,5861000
435,11537.0,13214.0,17191.0,1462.0,1732.0,Not Provided,CAT A,840,6826000
436,12794.0,17541.0,20046.0,1440.0,1733.0,No Parking,CAT A,1120,6531000
437,9405.0,12156.0,15118.0,1421.0,1724.0,Covered,CAT A,920,5209000
438,5508.0,7881.0,10157.0,1280.0,1530.0,Open,CAT C,1240,4386000
439,13275.0,9872.0,15303.0,1431.0,1710.0,Covered,CAT A,840,7417000
441,7807.0,9674.0,12678.0,1161.0,1404.0,Covered,CAT C,430,5838000
442,8634.0,11628.0,12786.0,1175.0,1405.0,Open,CAT A,810,9120000
443,11031.0,12462.0,13010.0,1395.0,1662.0,Open,CAT A,920,9094000
444,6266.0,13767.0,12066.0,1443.0,1755.0,Not Provided,CAT C,880,4933000
445,5359.0,8372.0,11239.0,1247.0,1523.0,Open,CAT C,1350,5350000
446,9569.0,10441.0,12905.0,1788.0,2133.0,Open,CAT B,1000,5459000
447,6465.0,10915.0,10058.0,1138.0,1375.0,Not Provided,CAT B,1220,5745000
448,10068.0,10816.0,13429.0,1709.0,2042.0,Open,CAT C,430,3324000
449,5499.0,10606.0,10603.0,1777.0,2145.0,Covered,CAT A,520,8079000
450,8395.0,12601.0,13089.0,1612.0,1918.0,Covered,CAT B,580,6100000
451,9204.0,10843.0,14663.0,1618.0,1943.0,Open,CAT B,460,4762000
452,6885.0,7314.0,10673.0,1311.0,1571.0,No Parking,CAT B,470,7209000
453,5728.0,10253.0,11216.0,1365.0,1638.0,Covered,CAT A,680,10292000
454,6669.0,11500.0,11948.0,1249.0,1503.0,Open,CAT A,950,6197000
455,4846.0,9003.0,10135.0,1373.0,1635.0,No Parking,CAT A,840,6104000
456,8850.0,10060.0,11765.0,1536.0,1836.0,Not Provided,CAT B,990,5206000
457,12862.0,12087.0,17686.0,1744.0,2101.0,No Parking,CAT A,520,6957000
458,13925.0,14473.0,17746.0,1513.0,1820.0,Open,CAT B,520,6602000
459,11082.0,12407.0,14913.0,1297.0,1561.0,Not Provided,CAT B,1070,4000000
460,3971.0,7129.0,5913.0,1908.0,2304.0,Open,CAT A,990,7950000
461,7136.0,8734.0,9830.0,1721.0,2076.0,No Parking,CAT A,710,7630000
462,6736.0,13652.0,12823.0,1243.0,1491.0,Open,CAT A,430,6903000
463,10701.0,15780.0,15366.0,1472.0,1766.0,Open,CAT B,1290,5714000
464,9089.0,14320.0,13391.0,1307.0,1570.0,Not Provided,CAT B,1080,4171000
465,7753.0,8307.0,13508.0,1628.0,1959.0,Not Provided,CAT C,890,7148000
466,10162.0,10094.0,12564.0,1556.0,1869.0,Covered,CAT C,1000,3301000
467,9393.0,11121.0,12596.0,1179.0,1428.0,Open,CAT A,1290,7457000
468,10272.0,8355.0,13586.0,1768.0,2123.0,Not Provided,CAT B,860,4959000
469,7265.0,12325.0,12060.0,1378.0,1656.0,Open,CAT A,1010,7317000
470,7457.0,12005.0,13976.0,1685.0,2015.0,Open,CAT A,1160,7922000
471,6475.0,8198.0,9766.0,1474.0,1759.0,Open,CAT A,880,7588000
472,8032.0,7922.0,9846.0,1794.0,2137.0,No Parking,CAT B,670,6761000
473,10709.0,10849.0,17155.0,1086.0,1291.0,Covered,CAT A,930,6909000
474,4783.0,11103.0,9602.0,1808.0,2154.0,Open,CAT C,990,3522000
475,5381.0,5177.0,8992.0,1501.0,1790.0,Not Provided,CAT B,450,5394000
476,5258.0,9505.0,8580.0,1353.0,1598.0,No Parking,CAT B,690,5666000
477,8799.0,10559.0,14496.0,1455.0,1757.0,No Parking,CAT A,650,6752000
478,10063.0,10671.0,14466.0,1165.0,1411.0,Not Provided,CAT C,1020,3862000
480,11238.0,14329.0,15943.0,1332.0,1610.0,Open,CAT C,880,3889000
481,6284.0,11514.0,11302.0,1396.0,1668.0,Covered,CAT A,760,7927000
482,6855.0,11349.0,11719.0,1513.0,1821.0,Open,CAT C,690,4288000
483,9914.0,11558.0,16360.0,1618.0,1940.0,Covered,CAT C,630,4424000
484,7971.0,8165.0,12202.0,1845.0,2233.0,No Parking,CAT B,370,4319000
486,5845.0,5999.0,10472.0,1172.0,1411.0,No Parking,CAT A,460,7455000
488,9881.0,12215.0,14248.0,1436.0,1737.0,Covered,CAT B,770,5709000
489,7132.0,9530.0,11594.0,1738.0,2065.0,No Parking,CAT B,750,5648000
490,6063.0,8269.0,10928.0,2229.0,2667.0,Covered,CAT A,660,8741000
491,11487.0,12958.0,17196.0,1490.0,1783.0,Open,CAT A,730,8137000
492,11888.0,15672.0,16427.0,1060.0,1279.0,Open,CAT A,670,9736000
493,3553.0,6062.0,7649.0,2015.0,2436.0,Covered,CAT B,680,7796000
494,9590.0,10173.0,13574.0,1611.0,1919.0,Covered,CAT A,960,7124000
495,11139.0,14537.0,17452.0,1187.0,1417.0,Open,CAT C,1230,5894000
496,12787.0,12142.0,15454.0,1430.0,1690.0,Open,CAT A,800,7895000
497,8193.0,12666.0,14844.0,1543.0,1840.0,Covered,CAT C,450,3638000
498,10452.0,10978.0,16079.0,1836.0,2195.0,Not Provided,CAT C,940,4516000
499,9337.0,9865.0,11171.0,1463.0,1764.0,Covered,CAT B,1060,6905000
500,7531.0,15408.0,14394.0,1213.0,1462.0,Covered,CAT B,560,5683000
501,8558.0,13467.0,15079.0,1244.0,1480.0,Open,CAT A,860,9353000
503,7905.0,10054.0,15182.0,1745.0,2108.0,Covered,CAT B,730,4692000
504,5044.0,9458.0,12063.0,933.0,1121.0,Open,CAT A,940,5599000
505,8346.0,11640.0,12725.0,1764.0,2132.0,Covered,CAT C,920,4084000
506,5464.0,7752.0,11406.0,1675.0,2002.0,Open,CAT B,1050,6499000
507,7678.0,14228.0,14778.0,1688.0,2046.0,Open,CAT B,380,5355000
508,7205.0,9682.0,13179.0,1842.0,2204.0,No Parking,CAT C,930,5132000
509,8344.0,8916.0,11192.0,1316.0,1597.0,Not Provided,CAT C,980,3656000
510,6049.0,11589.0,10343.0,1440.0,1719.0,Covered,CAT B,580,6605000
511,10814.0,14071.0,17512.0,1760.0,2111.0,No Parking,CAT C,680,5240000
512,6390.0,10143.0,9685.0,1323.0,1571.0,Open,CAT C,850,2797000
513,2992.0,5718.0,5446.0,1230.0,1466.0,Open,CAT C,730,6710000
514,9363.0,13333.0,14529.0,1540.0,1838.0,Open,CAT C,570,4371000
515,8865.0,8515.0,12294.0,1167.0,1388.0,No Parking,CAT B,620,3860000
516,7127.0,8762.0,10749.0,1429.0,1695.0,Covered,CAT B,890,5389000
517,10670.0,10435.0,16607.0,1491.0,1770.0,Not Provided,CAT C,800,5261000
518,9172.0,14024.0,12540.0,1313.0,1574.0,Open,CAT B,920,4313000
519,9800.0,9133.0,13657.0,1609.0,1943.0,Open,CAT B,920,4030000
520,7998.0,12742.0,13303.0,1109.0,1342.0,Not Provided,CAT B,760,4975000
521,4068.0,7624.0,6764.0,1207.0,1440.0,No Parking,CAT B,500,4384000
522,10531.0,11054.0,15189.0,902.0,1087.0,Not Provided,CAT A,680,5682000
523,8588.0,13937.0,8728.0,1191.0,1422.0,Open,CAT C,770,3635000
524,9074.0,7556.0,12666.0,1335.0,1601.0,Open,CAT B,460,5082000
525,7073.0,14107.0,14781.0,1382.0,1660.0,No Parking,CAT A,1070,8372000
526,2756.0,5325.0,6808.0,1588.0,1906.0,Not Provided,CAT B,450,4697000
527,6756.0,5976.0,9051.0,1918.0,2284.0,No Parking,CAT B,310,7802000
528,7360.0,8950.0,13140.0,1484.0,1774.0,Not Provided,CAT B,880,4508000
529,6934.0,14287.0,12528.0,1334.0,1607.0,No Parking,CAT C,370,5516000
530,6569.0,13470.0,12541.0,1556.0,1846.0,No Parking,CAT A,760,7202000
531,6979.0,10242.0,10270.0,1784.0,2142.0,Covered,CAT B,950,6401000
532,5584.0,10514.0,11003.0,1244.0,1477.0,No Parking,CAT B,890,2784000
533,6750.0,11495.0,13016.0,1496.0,1787.0,Open,CAT C,800,5807000
534,10320.0,11719.0,14343.0,1719.0,2058.0,Covered,CAT B,700,5176000
535,8590.0,11229.0,12737.0,1678.0,2022.0,Open,CAT B,1050,6605000
536,5991.0,12588.0,12015.0,1247.0,1490.0,Open,CAT B,330,6575000
537,7056.0,10860.0,12856.0,1191.0,1421.0,Covered,CAT B,980,6582000
538,7765.0,7313.0,10302.0,1832.0,2208.0,Covered,CAT B,1090,4676000
539,7894.0,11648.0,10009.0,1271.0,1523.0,Not Provided,CAT A,1140,5094000
540,11999.0,12241.0,14575.0,1735.0,2084.0,Open,CAT A,820,5644000
541,8063.0,11923.0,12361.0,1627.0,1948.0,No Parking,CAT C,890,3261000
542,6493.0,14696.0,14315.0,1351.0,1616.0,Covered,CAT B,650,6277000
543,7669.0,10444.0,12941.0,1520.0,1817.0,Open,CAT A,850,6360000
544,4116.0,11266.0,11661.0,1490.0,1788.0,Covered,CAT C,360,4584000
546,9089.0,9503.0,13179.0,1777.0,2117.0,Not Provided,CAT B,780,3828000
547,7996.0,6753.0,9959.0,1688.0,2037.0,Covered,CAT B,590,5096000
548,9916.0,12241.0,15485.0,1537.0,1836.0,No Parking,CAT C,670,3948000
549,10340.0,14340.0,17721.0,1622.0,1968.0,Covered,CAT C,340,6961000
550,6514.0,11008.0,11301.0,1148.0,1384.0,Open,CAT B,730,4780000
552,8230.0,10705.0,11862.0,1001.0,1194.0,Covered,CAT C,1210,4489000
553,16850.0,15553.0,22407.0,1857.0,2236.0,No Parking,CAT A,1280,6742000
554,11014.0,10848.0,14405.0,1552.0,1869.0,Open,CAT A,710,7887000
555,8917.0,9699.0,11425.0,1700.0,2064.0,Not Provided,CAT A,940,7031000
556,9927.0,11760.0,12555.0,1554.0,1844.0,Not Provided,CAT C,670,3853000
557,9059.0,11486.0,11984.0,1482.0,1777.0,Open,CAT A,800,7757000
558,14005.0,9744.0,17121.0,1275.0,1517.0,Covered,CAT B,790,5992000
559,6427.0,13284.0,13775.0,1642.0,1981.0,Open,CAT C,720,5445000
560,6440.0,10689.0,13561.0,1381.0,1633.0,Not Provided,CAT C,1270,5025000
561,3167.0,9659.0,8682.0,1381.0,1634.0,Open,CAT B,930,3079000
562,5579.0,11928.0,11294.0,1057.0,1262.0,Open,CAT C,1490,3542000
563,5876.0,13703.0,7564.0,1192.0,1445.0,Covered,CAT B,810,4347000
564,11812.0,13363.0,17040.0,1601.0,1920.0,No Parking,CAT C,600,6100000
565,10881.0,13649.0,15717.0,1622.0,1968.0,Not Provided,CAT A,210,6478000
567,2314.0,8933.0,8231.0,1607.0,1909.0,Open,CAT C,460,3903000
568,9559.0,9796.0,13278.0,2214.0,2647.0,Open,CAT B,740,6590000
569,4113.0,12277.0,10937.0,1633.0,1936.0,Open,CAT B,1320,4605000
570,8836.0,10580.0,14360.0,1546.0,1845.0,No Parking,CAT B,760,5907000
571,9281.0,8825.0,11191.0,1475.0,1753.0,Not Provided,CAT B,920,4467000
572,10724.0,14028.0,16129.0,1270.0,1519.0,Not Provided,CAT A,920,5839000
573,9109.0,10436.0,11963.0,1185.0,1420.0,Open,CAT A,880,8037000
574,9684.0,11953.0,15162.0,1614.0,1938.0,Open,CAT B,1110,5323000
575,8363.0,11994.0,12873.0,1141.0,1353.0,Open,CAT A,1370,7200000
576,9021.0,11522.0,13615.0,1244.0,1481.0,Open,CAT A,410,8404000
577,7175.0,5750.0,12044.0,869.0,1050.0,Not Provided,CAT B,850,5254000
578,11897.0,12621.0,15693.0,2049.0,2465.0,Not Provided,CAT B,720,6351000
579,5266.0,6740.0,8531.0,1883.0,2262.0,No Parking,CAT B,570,4224000
580,9547.0,11233.0,13642.0,1526.0,1842.0,Open,CAT C,690,3958000
581,5277.0,9221.0,9414.0,1165.0,1390.0,No Parking,CAT B,1220,5461000
582,10453.0,11981.0,14868.0,1832.0,2185.0,Open,CAT A,840,8733000
583,6736.0,14813.0,14125.0,1723.0,2072.0,Covered,CAT A,560,8841000
584,1648.0,4950.0,6583.0,932.0,1138.0,Open,CAT B,820,8976000
585,3784.0,10365.0,9878.0,1137.0,1374.0,Covered,CAT A,700,10178000
586,11335.0,12652.0,15503.0,1231.0,1472.0,Open,CAT B,810,7029000
587,11826.0,16146.0,16532.0,1237.0,1512.0,Covered,CAT A,1070,8821000
588,10961.0,17111.0,15477.0,1371.0,1650.0,Covered,CAT A,540,8716000
589,7570.0,8829.0,12505.0,1767.0,2158.0,Open,CAT B,530,4154000
590,5738.0,8270.0,10242.0,1748.0,2092.0,Open,CAT B,580,4917000
591,6237.0,10793.0,12774.0,1212.0,1440.0,Open,CAT B,500,6395000
592,8081.0,9852.0,14028.0,1466.0,1743.0,Covered,CAT A,1200,7081000
593,6344.0,9442.0,14746.0,1152.0,1386.0,Open,CAT B,980,4959000
594,11139.0,11743.0,15206.0,1439.0,1703.0,Open,CAT B,1000,6729000
596,7284.0,11172.0,13742.0,2026.0,2400.0,Not Provided,CAT C,720,5124000
597,6270.0,11440.0,9163.0,1772.0,2146.0,Open,CAT B,1030,4854000
598,2017.0,8473.0,9077.0,1511.0,1822.0,Open,CAT B,420,7241000
599,5908.0,10764.0,11187.0,1199.0,1461.0,Not Provided,CAT B,1070,5437000
600,8655.0,10639.0,14020.0,1834.0,2184.0,Covered,CAT A,830,9446000
601,13070.0,16770.0,19497.0,1143.0,1375.0,No Parking,CAT A,940,8516000
602,7348.0,6714.0,10920.0,1494.0,1794.0,Covered,CAT C,550,5213000
603,12951.0,12503.0,15166.0,1770.0,2131.0,Not Provided,CAT B,1140,5465000
604,5212.0,9235.0,9335.0,1455.0,1747.0,Open,CAT A,750,6932000
605,6177.0,6009.0,9642.0,1141.0,1372.0,Not Provided,CAT B,620,5148000
606,9374.0,13102.0,13706.0,1586.0,1886.0,Covered,CAT C,660,5006000
607,6967.0,12104.0,11007.0,1701.0,2034.0,No Parking,CAT A,660,6218000
608,10314.0,12431.0,12349.0,1860.0,2246.0,Open,CAT A,410,7978000
609,3543.0,7722.0,8175.0,1167.0,1406.0,Open,CAT C,440,4286000
610,3685.0,6787.0,8033.0,1424.0,1716.0,Open,CAT B,630,5441000
611,12580.0,14692.0,17517.0,1710.0,2053.0,Open,CAT B,730,6939000
612,8176.0,12223.0,14233.0,1408.0,1708.0,Not Provided,CAT B,220,4281000
613,9015.0,9628.0,12697.0,1517.0,1831.0,No Parking,CAT C,610,3084000
614,7002.0,8425.0,11450.0,1227.0,1476.0,Not Provided,CAT B,720,5626000
615,8272.0,8092.0,12626.0,1609.0,1930.0,Open,CAT B,740,7647000
616,9726.0,11935.0,15318.0,1553.0,1831.0,No Parking,CAT C,740,3568000
617,5572.0,13280.0,11351.0,1814.0,2174.0,Open,CAT A,770,9007000
618,10440.0,11464.0,15648.0,1240.0,1493.0,Open,CAT B,590,3312000
619,5189.0,9059.0,10863.0,1206.0,1437.0,No Parking,CAT A,1330,5406000
620,9935.0,15807.0,18595.0,1847.0,2186.0,Not Provided,CAT B,910,7512000
621,7300.0,12541.0,13715.0,1009.0,1202.0,No Parking,CAT C,330,4160000
622,4619.0,10768.0,11787.0,1624.0,1946.0,Covered,CAT C,870,2027000
623,10773.0,12323.0,16823.0,1612.0,1931.0,Open,CAT B,790,6006000
624,11124.0,8732.0,14790.0,1498.0,1805.0,Open,CAT A,1270,8227000
625,10489.0,12274.0,13086.0,946.0,1125.0,No Parking,CAT B,590,2917000
626,8270.0,14406.0,15231.0,1563.0,1872.0,No Parking,CAT A,1080,6842000
627,5985.0,12402.0,11559.0,1664.0,2016.0,Open,CAT B,830,5913000
628,4955.0,12586.0,14979.0,1619.0,1947.0,Covered,CAT A,910,7433000
629,9188.0,13997.0,14768.0,1433.0,1722.0,Open,CAT A,830,7708000
630,11801.0,11283.0,14728.0,1241.0,1489.0,Not Provided,CAT A,1380,7625000
631,9006.0,13952.0,14368.0,1429.0,1720.0,Open,CAT A,1180,5954000
632,9667.0,12214.0,14277.0,1241.0,1488.0,Not Provided,CAT A,770,5469000
633,3605.0,11017.0,12447.0,1078.0,1306.0,Not Provided,CAT A,680,8436000
634,8846.0,11995.0,12883.0,1690.0,2065.0,Not Provided,CAT B,910,5142000
635,6976.0,13119.0,13556.0,1289.0,1536.0,No Parking,CAT A,540,6512000
636,8050.0,11347.0,13218.0,1581.0,1894.0,No Parking,CAT C,760,4938000
637,5760.0,8577.0,9947.0,1608.0,1945.0,Not Provided,CAT B,760,3783000
638,11209.0,10016.0,14328.0,1344.0,1608.0,Open,CAT C,730,3598000
639,7739.0,13750.0,14696.0,1513.0,1804.0,Not Provided,CAT A,430,6919000
640,5761.0,7680.0,10875.0,1529.0,1839.0,Open,CAT B,1000,5059000
641,3702.0,7220.0,12065.0,1677.0,2014.0,Open,CAT A,660,6080000
642,7570.0,11481.0,13873.0,1015.0,1229.0,Not Provided,CAT C,930,3118000
643,7804.0,14219.0,12142.0,1438.0,1751.0,Open,CAT A,760,7779000
644,8283.0,11709.0,15284.0,1426.0,1718.0,No Parking,CAT C,370,4757000
645,8451.0,11465.0,12406.0,1412.0,1701.0,Not Provided,CAT A,630,6913000
646,6666.0,10531.0,12005.0,1622.0,1944.0,Covered,CAT A,360,7597000
647,12337.0,13653.0,15193.0,1503.0,1791.0,Open,CAT C,630,6835000
648,7188.0,12268.0,12783.0,1501.0,1789.0,Open,CAT C,670,4168000
649,10632.0,14276.0,13109.0,1971.0,2342.0,Covered,CAT B,690,8656000
650,11310.0,12783.0,15627.0,1383.0,1687.0,Open,CAT A,830,8139000
651,6745.0,5772.0,9747.0,1371.0,1635.0,Covered,CAT A,720,5073000
652,8645.0,10897.0,15845.0,1508.0,1823.0,No Parking,CAT A,520,7129000
653,6714.0,7862.0,10067.0,1057.0,1284.0,Open,CAT A,750,7011000
654,8351.0,11696.0,13422.0,1411.0,1680.0,Covered,CAT A,1070,6159000
655,7673.0,12311.0,13146.0,1466.0,1746.0,Covered,CAT C,590,6937000
656,9792.0,10755.0,15681.0,1545.0,1888.0,Covered,CAT B,600,6711000
657,11255.0,9174.0,16617.0,2044.0,2408.0,Not Provided,CAT B,380,8202000
658,8148.0,12093.0,13164.0,1887.0,2264.0,Not Provided,CAT C,830,6205000
659,8168.0,15365.0,15215.0,1505.0,1836.0,Open,CAT C,940,6173000
660,9545.0,9831.0,12811.0,1422.0,1722.0,Open,CAT C,560,5866000
661,7550.0,11193.0,13279.0,1564.0,1869.0,Covered,CAT B,1030,5337000
662,8707.0,14403.0,13703.0,1510.0,1810.0,No Parking,CAT C,730,3970000
663,5632.0,9765.0,9859.0,1568.0,1920.0,Not Provided,CAT C,890,5375000
664,4778.0,9811.0,11385.0,1933.0,2338.0,Not Provided,CAT B,1140,4473000
665,5222.0,8952.0,11776.0,1501.0,1822.0,No Parking,CAT B,590,4935000
666,10014.0,11682.0,13425.0,1593.0,1911.0,Open,CAT B,580,4334000
667,14637.0,15127.0,14763.0,1812.0,2189.0,No Parking,CAT A,310,7809000
668,7903.0,7881.0,11860.0,1580.0,1895.0,Open,CAT B,720,5495000
669,12359.0,13926.0,15304.0,1440.0,1749.0,Not Provided,CAT A,490,7553000
670,9751.0,10544.0,12888.0,1100.0,1331.0,No Parking,CAT B,1010,5733000
671,5947.0,8114.0,11272.0,1534.0,1841.0,Covered,CAT A,680,8793000
672,10809.0,12539.0,15552.0,1299.0,1555.0,Not Provided,CAT B,1020,5685000
673,12389.0,12020.0,17056.0,1767.0,2121.0,No Parking,CAT A,1050,7843000
674,5598.0,12246.0,10900.0,1368.0,1649.0,Not Provided,CAT B,740,6366000
675,5539.0,13503.0,11421.0,1393.0,1670.0,Covered,CAT A,410,6296000
676,10370.0,11615.0,14419.0,1327.0,1590.0,Open,CAT A,770,8187000
677,8128.0,14461.0,15753.0,1514.0,1794.0,Covered,CAT B,1400,5482000
678,7288.0,9560.0,12531.0,1989.0,2414.0,No Parking,CAT A,860,11632000
679,9823.0,13861.0,14579.0,1334.0,1584.0,Not Provided,CAT B,840,5720000
680,5351.0,6435.0,12231.0,1533.0,1817.0,Covered,CAT A,950,8436000
681,6685.0,10345.0,8646.0,1809.0,2145.0,Not Provided,CAT B,940,3653000
