Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
6/27/2018,@bappedagarut,Bappeda Garut,"Monitoring pengiriman hasil perolehan suara dari TPS pada Pilkada Serentak Tahun 2018 ke kantor Desa Talagasari Kec. Kadungora, Garut. 📷 Dani Ramdani @kpukabgarut @kpu_jabarprov @KPU_ID #PilkadaSerentak2018 #Garut",1.012E+18,,https://pbs.twimg.com/media/DgtYUZrU0AARxof.jpg,,0,0,Twitter Web Client,378,215,0,✅,7/13/2017,"Garut, Indonesia","Akun Resmi Badan Perencanaan Pembangunan Daerah Kabupaten Garut / Garut Regency Development Planning Agency. Jl. Patriot No.8 Garut, 44151. Telp. (0262)233063",http://bappeda.garutkab.go.id,,View
6/27/2018,@kompascom,Kompas.com,"Quick Count Charta Politika Pilkada Jatim Data 100 Persen, Khofifah-Emil Menang",1.012E+18,http://nasional.kompas.com/read/2018/06/27/22413821/quick-count-charta-politika-pilkada-jatim-data-1,,,9,19,MyKompas,7002812,26,0,✅,3/8/2009,Indonesia,Ketika Perbincangan Dimulai | social@kompas.com | Jernih Melihat Dunia,http://www.kompas.com,,View
6/27/2018,@Ndheso_mendunia,Ndheso Mendunia 10.05.18,Bgmn mau GP kalo @Gerindra & @PKSejahtera kalah hahahahhaha...,1.012E+18,https://news.detik.com/read/2018/06/27/201520/4086801/10/fadli-zon-2019gantipresiden-ikut-menentukan-di-pilkada-2018,,,1,0,Twitter for iPhone,533,2807,0,,5/10/2018,Abu dhabi,,,,View
6/27/2018,@gieart_dotcom,GieArt,Kicauan Lucu Seputar Pilkada Serentak 2018,1.012E+18,"https://ift.tt/2Kn2DrH
https://ift.tt/2MrJKo0",,,0,0,IFTTT,593,451,18,,7/10/2009,Yogyakarta,"Freelance Web Developer : CakePHP, CodeIgniter, Wordpress, Ruby on Rails",http://gie-art.com,,View
6/27/2018,@Rythmaa,#2019GantiPresiden,Pilkada 2018 dan Tumbangnya PDIP Dimana-mana,1.012E+18,http://dlvr.it/QYjDw1,https://pbs.twimg.com/media/DgtYDnuU8AI4mG6.jpg,,0,0,dlvr.it,56,203,0,,6/22/2018,"DKI Jakarta, Indonesia",,,,View
6/27/2018,@RadioElshinta,Radio Elshinta,"Berikut hasil quick count Pilkada Serentak 2018 untuk Calon Gubernur Jawa Barat, Jawa Tengah dan Jawa Timur. #ElshintaPilkada2018",1.012E+18,,https://pbs.twimg.com/media/DgtX_40UcAAIJ_T.jpg,,3,2,TweetDeck,3657299,19,3785,✅,3/9/2010,"ÜT: -6.187385,106.733011",Official twitter of Radio Elshinta | Phone: 021-5869000 | SMS: 081-180-6543 | Email: redaksi@elshinta.com | Wanna buzz? Email us: buzz@elshinta.com,http://www.elshinta.com,,View
6/27/2018,@aikwae,аик бар аслим™ ツ,kalah pilkada 2018 #nambahbini 😂,1.012E+18,,,,0,0,Twitter for Android,434,162,9,,10/11/2009,as above✨(Arsy) so below(Kaba),"surrender | submission | obedience | sincerity | peace | islam is perfect, moslem not- dont get confused",http://www.naura-furniture.com,,View
6/27/2018,@geloraco,GELORA,"Data Masuk 100 Persen, Asyik Menang di Pilkada Jabar Versi Quick Count 2 Lembaga Ini",1.012E+18,http://www.gelora.co/2018/06/data-masuk-100-persen-asyik-menang-di.html,,,116,117,Twitter Web Client,37812,2156,38,,8/18/2015,Indonesia,email: redaksi@gelora.co,http://www.gelora.co,,View
6/27/2018,@andriyhans1,andriy hans,Terutama di Jawa Tengah ya @fadlizon @Fahrihamzah @MardaniAliSera @hnurwahid @ustadtengkuzul @habiburokhman 😂😂😂🙊🙊🙊,1.012E+18,https://m.detik.com/news/berita/4086801/fadli-zon-#2019gantipresiden-ikut-menentukan-di-pilkada-2018?utm_source=facebook&utm_medium=oa&utm_content=detikcom&utm_campaign=cmssocmed,,,0,0,Twitter for Android,277,291,0,,3/6/2016,Lampung,,,,View
6/27/2018,@tbnewsresoku,Tribratapolresoku,Kawal Amankan Logistik Pilkada Gubernur Wakil Gubernur Sumsel 2018 Dan PAM TPS Dalam Kota Sampai Pelosok Desa Di Wilayah Hukum Polres OKU -,1.012E+18,https://oku.sumsel.polri.go.id/kawal-amankan-logistik-pilkada-gubernur-wakil-gubernur-sumsel-2018-dan-pam-tps-dalam-kota-sampai-pelosok-desa-di-wilayah-hukum-polres-oku/,,,0,0,Tribratanews - polresoku,54,80,0,,2/22/2016,,,,,View
6/27/2018,@RahelArdian,Sri Larasati,"Pantau Pilkada Serentak, Kapolda Jateng dan Pangdam IV/Diponegoro Kunjungi Wilayah Banyumas ##divhumaspolr",1.012E+18,https://tribratanews.jateng.polri.go.id/2018/06/27/pantau-pilkada-serentak-kapolda-jateng-dan-pangdam-ivdiponegoro-kunjungi-wilayah-banyumas/,https://pbs.twimg.com/media/DgtXpKBUEAEM6xV.jpg,,0,0,Lenovo A2,62,51,0,,5/5/2017,indonesia,,,,View
6/27/2018,@aksesjambi,Akses News,"Pilkada Berjalan Lancar, Ini Jadwal Pleno KPU",1.012E+18,https://aksesjambi.com/akses/27/06/2018/pilkada-berjalan-lancar-ini-jadwal-pleno-kpu/,https://pbs.twimg.com/media/DgtXiBsUEAAMJjQ.jpg,,0,0,WordPress.com,21,3,0,,10/19/2015,"Jambi, Indonesia",Jaringan Informasi Jambi,http://AksesJambi.com,,View
6/27/2018,@polsekkapongan,Polsek Kapongan Res Situbondo,Pantauan Pilkada 2018 #PantauanPilkada2018 #PantauanPilkada #PilkadaSerentak2018,1.012E+18,https://youtu.be/iUDGp-QB_IU,,,0,0,Twitter for Android,105,130,0,,5/22/2017,,,,,View
6/27/2018,@reni_marthalena,Reni Marthalena,Bima Arya Klaim Kemenangan di Pilkada Kota Bogor -,1.012E+18,"http://KOMPAS.com
http://dlvr.it/QYjDM1",https://pbs.twimg.com/media/DgtXZuuUYAA9QVR.png,,0,0,dlvr.it,122,62,2,,10/27/2016,"Tambun, Indonesia",keep calm,,,View
6/27/2018,@bappedagarut,Bappeda Garut,"Monitoring pemungutan dan penghitungan suara di TPS 03 Desa Rancasalak, Kec. Kadungora, Garut. Dalam rangka monitoring Pilkada Serentak Tahun 2018 di Kabupaten Garut. 📷 Iman Purnama Ridho @kpukabgarut @kpu_jabarprov @KPU_ID #PilkadaSerentak2018 #Garut",1.012E+18,,https://pbs.twimg.com/media/DgtXSVjU8AAtlbv.jpg,,0,0,Twitter Web Client,378,215,0,✅,7/13/2017,"Garut, Indonesia","Akun Resmi Badan Perencanaan Pembangunan Daerah Kabupaten Garut / Garut Regency Development Planning Agency. Jl. Patriot No.8 Garut, 44151. Telp. (0262)233063",http://bappeda.garutkab.go.id,,View
6/27/2018,@SragenZEBRA_Jtg,Lantas Sragen,"Pilkada Serentak 2018, TNI-POLRI Patroli Bersama Pastikan Situasi Kondusif di Kabupaten Sragen. #pilkadaserentak #pilkadadamai #pilkadajateng #polisihumanis #polisiindonesia…",1.012E+18,https://www.instagram.com/p/BkiJJifhuTJ/?utm_source=ig_twitter_share&igshid=1ml4xjcaidse7,,,0,0,Instagram,770,59,0,,11/21/2010,sragen,melayani melindungi,,,View
6/27/2018,@titomedan,Tito Sucipto,"Seputar Kumis Pilkada Nampaknya lelaki berkumis kurang diminati oleh masyarakat, terutama oleh anak milenial atau kids zaman now. Lelaki berkumis sedang turun pamor di Pilkada serentak 26 Juni 2018 ini. Setidaknya...",1.012E+18,https://www.facebook.com/1607628991/posts/10214321685588502/,,,0,0,Facebook,584,959,0,,11/29/2009,"Yogya, Medan, Bogor, Ciamis~ID","Wood science, biomaterial engineering, & adhesives enthusiast. Pereka kata~Pecinta hujan~Penikmat buku~Pecumbu ilmu~Penyetubuh pengetahuan. titomedan@yahoo.com",http://www.titomedan.blogspot.com,,View
6/27/2018,@tubi_tube,TubiTube,Pilkada Garut/Jabar 2018 TPS 11:  via @YouTube,1.012E+18,http://youtu.be/lIO2ey8Qg38?a,,,0,0,Google,0,0,0,,3/19/2017,"Garut, Indonesia",Video Kesukaan Kita,https://www.youtube.com/channel/UCLVRFOcfCJJeF7ewNp9ssGg,,View
6/27/2018,@bappedagarut,Bappeda Garut,"Monitoring pemungutan dan penghitungan suara di TPS 01 Desa Tanggulun, Kec. Kadungora, Garut. Dalam rangka monitoring Pilkada Serentak Tahun 2018 di Kabupaten Garut. 📷 Agus Kurniawan & Alpha Sandro @kpukabgarut @kpu_jabarprov @KPU_ID #PilkadaSerentak2018 #Garut",1.012E+18,,https://pbs.twimg.com/media/DgtXB6hU8AE3wWe.jpg,,0,0,Twitter Web Client,378,215,0,✅,7/13/2017,"Garut, Indonesia","Akun Resmi Badan Perencanaan Pembangunan Daerah Kabupaten Garut / Garut Regency Development Planning Agency. Jl. Patriot No.8 Garut, 44151. Telp. (0262)233063",http://bappeda.garutkab.go.id,,View
6/27/2018,@F_Depmann26,Rohman Griezmann,DUNIA MELONGO.! AKHIRNYA TERBUKTI UCAPAN AHOK SOAL PILKADA SERENTAK 2018,1.012E+18,,,,0,0,Twitter Web Client,185,120,2,,9/21/2012,,| I'M Muslim | I'M Milanista | ❤ @equipedefrance and ❤@Vivo_Azzurro|❤ @acmilan| Soldiers South | We Will Not Go Down (Gaza Tonight) |Keep Calm And Always Fight,,,View
6/27/2018,@TranceX9,Trance ⚜️ X,1. Saya mencoba menganalisa hasil penghitungan cepat dalam Pilkada 2018 utamanya di Provinsi Jatim dan Jabar. Hasil Pilkada di kedua provinsi ini sangatlah unik dan menyisakan banyak pelajaran...,1.012E+18,,,,11,13,Twitter for iPhone,2694,1187,2,,1/2/2018,"Jakarta Capital Region, Indonesia",Life is too short for complaining | Yang Muda Yang Memimpin | Fans SBY & Basuki Abdullah | RT does not necessarily mean agree,,,View
6/27/2018,@ata_js,Idham Syarief,LSI : Deru Unggul Di Pilkada Sumsel,1.012E+18,http://dlvr.it/QYjCvP,https://pbs.twimg.com/media/DgtW6VqVMAEKfmm.jpg,,0,0,dlvr.it,660,321,1,,5/21/2011,"Kayuagung OKI, Sumsel",Bekerja di Jurnal Sumatra,http://www.jurnalsumatra.com,,View
6/27/2018,@bappedagarut,Bappeda Garut,"Suasana penghitungan suara di TPS 01 Desa Tanggulun, Kec. Kadungora, Garut. Dalam rangka monitoring Pilkada Serentak Tahun 2018 di Kabupaten Garut. 📷 Agus Kurniawan & Alpha Sandro @kpukabgarut @kpu_jabarprov @KPU_ID #PilkadaSerentak2018 #Garut",1.012E+18,,pic.twitter.com/gnPHG4jFlA,,0,0,Twitter Web Client,378,215,0,✅,7/13/2017,"Garut, Indonesia","Akun Resmi Badan Perencanaan Pembangunan Daerah Kabupaten Garut / Garut Regency Development Planning Agency. Jl. Patriot No.8 Garut, 44151. Telp. (0262)233063",http://bappeda.garutkab.go.id,,View
6/27/2018,@wartapolitik,Warta🌐Politik™,"Quick Count Pilkada Jabar dari 2 Lembaga, Pemenangnya Asyik",1.012E+18,http://www.portal-islam.id/2018/06/quick-count-pilkada-jabar-dari-2.html,https://pbs.twimg.com/media/DgtW0x_V4AA0cPm.jpg,,67,84,Twitter for Android,48632,803,64,,8/2/2013,Indonesia Raya,"Lintasan berita teraktual, opini, dan analisa politik lndonesia & mancanegara | RT ≠ endorsement | No HOAX",,,View
6/27/2018,@DemonstranTL,JokowiGanteng,Quick Count LKPI Pilkada Jabar: Pemenangnya Bukan Ridwan Kamil,1.012E+18,http://www.opini-bangsa.com/2018/06/quick-count-lkpi-pilkada-jabar.html,,,3,6,Twitter for Android,4696,368,5,,12/24/2011,"DKI Jakarta, Indonesia","MELAWAN DENGAN KATA 👊 PRIBUMI TOLAK REKLAMASI : Jokowi, Berhentilah jadi presiden...please.....",,,View
6/27/2018,@alvaniLa,(///-'),Kicauan Lucu Seputar Pilkada Serentak 2018,1.012E+18,https://ift.tt/2Kn2DrH,,,0,0,IFTTT,1098,699,2,,3/22/2009,in your frame,a happy wife 😀,http://about.me/alvaniLa,,View
6/27/2018,@m18895,hamba allah,"Bupati Petahana Banyumas Optimis Memenangkan Pilkada Bupati petahana Banyumas, A",1.012E+18,http://news.detik.com/read/2018/06/27/222906/4086981/1536/bupati-petahana-banyumas-optimis-memenangkan-pilkada,,,0,0,twittbot.net,573,13,22,,12/20/2009,Jakarta,Account Retweet | This account is controlled by @muhammadibnu18,http://muhammadibnu18.com,,View
6/27/2018,@mudakaltim,Muda Kaltim,"Hari ini (27/6/2018), pilkada serentak berlangsung. Ada kurang lebih 177 daerah yang tengah melaksanakan hajatan akbar demokrasi ini. Dengan perhitungan cepat (quickcount) beberapa lembaga survei, hasil pemenangnya diketahui dengan cepat #IsranHadiKaltimBerdaulat",1.012E+18,,https://pbs.twimg.com/media/DgtVki8VAAcORbr.jpg,,0,0,Twitter Web Client,1296,214,0,,2/26/2018,"Kalimantan Timur, Indonesia",Indah pada waktunya,,,View
6/27/2018,@ashfaharish,Harish Ashfa,PILKADA SERENTAK 2018,1.012E+18,,,,0,0,Twitter Web Client,58,49,0,,5/8/2015,Kudus,PP Madrasah NU TBS Kudus | Pemred Redaksi ATH THULLAB | Redaksi EL INSYAET | Ketua PMR WIRA TBS | Ketua IT http://ath-thullab.com | FB Harish Ashfa | IG @eleshfa,,,View
6/27/2018,@CyberBrihiz,Cyber Brihiz,Kasman-Yasin Unggul Telak di Pilkada Donggala,1.012E+18,https://www.abadikini.com/read/27/06/2018/kasman-yasin-unggul-telak-di-pilkada-donggala/,,,0,1,Twitter for Android,2891,59,2,,8/11/2015,"DKI Jakarta, Indonesia",Cyber Brigade Hizbullah Bulan Bintang,,,View
6/27/2018,@CyberBrihiz,Cyber Brihiz,Paket MJ Sementara Unggul di Pilkada Kabupaten Ende,1.012E+18,https://www.abadikini.com/read/27/06/2018/paket-mj-sementara-unggul-di-pilkada-kabupaten-ende/,,,0,1,Twitter for Android,2891,59,2,,8/11/2015,"DKI Jakarta, Indonesia",Cyber Brigade Hizbullah Bulan Bintang,,,View
6/27/2018,@beritamusi1,Berita Musi,"Hitung Cepat Pilkada Empat Lawang, JM-YUS Menang Telak",1.012E+18,http://dlvr.it/QYjCHR,https://pbs.twimg.com/media/DgtWddVVMAEEMGv.jpg,,0,0,dlvr.it,396,140,0,,10/17/2015,Kota Palembang,You can find me at http://twiends.com/beritamusi1,http://beritamusi.co.id,,View
6/27/2018,@ardi_riau,PUTRA MELAYU,"SIAP2 PADA DI PECAT DAMA EMAK... Pilkada Serentak 2018, PDIPeh Kalah di 11 Provinsi . #MinangTakMemilihJokowi RT @kumparan: Pilkada Serentak 2018, PDIP Kalah di 11 Provinsi",1.012E+18,"https://twitter.com/kumparan/status/1011991554901172225
http://dlvr.it/QYj3fx",,,4,18,Twitter for Android,26840,3186,9,,5/9/2017,"Pekan Baru, Riau",Akun ini mau dijual untuk bayar utang negara... #ayokeriau,,,View
6/27/2018,@FawzyHolil,#TangkapSukmawati,Pilkada 2018 dan Tumbangnya PDIP Dimana-mana,1.012E+18,http://dlvr.it/QYjC3D,https://pbs.twimg.com/media/DgtWbTkUwAA-tQk.jpg,,0,0,dlvr.it,1154,667,7,,6/17/2009,Jakarta,#2019GantiPresiden,http://tafsir.learn-quran.co,,View
6/27/2018,@yasrisalle4,yasri salle,"Semua yang terpilih dalam PILKADA 27 Juni 2018 adalah pilihan rakyat, tim pemenangan yang memperoleh kemenangan dan yang kalah mari rapatkan kembali barisan untuk mempererat ukuwah Islamiah, ukuwah watoniah, dan...",1.012E+18,https://www.facebook.com/100002532824815/posts/1812032425557834/,,,0,0,Facebook,132,1820,1,,5/18/2013,indonesia,"everything comes from God, and ultimately back to God anyway, so do not be lulled by trickery this brief world. walk by promoting creativity, taste, and rationa",http://CR7.com/iZSMKU6boW,,View
6/27/2018,@infodum4y,Info Dunia Maya,"Pilkada Serentak 2018, Pakar: Pemimpin yang Terpilih Harus Melayani Masyarakat",1.012E+18,http://rri.co.id/post/berita/543652/nasional/pilkada_serentak_2018_pakar_pemimpin_yang_terpilih_harus_melayani_masyarakat.html,https://pbs.twimg.com/media/DgtWZulU8AAPAMv.jpg,,0,0,Empnang Kosen,223,169,4,,9/6/2016,indonesia,Info terheboh! Teranyar! Terhangat! No gosip!,,,View
6/27/2018,@daeng_matahati,ⓜⓐⓣⓐ ⓗⓐⓣⓘ,Pilkada Jabar: Ridwan Kamil Belum Tentu Menang  lewat @Posjaya.com,1.012E+18,http://www.posjaya.com/2018/06/27/pilkada-jabar-ridwan-kamil-belum-tentu-menang/,,,0,0,Twitter for Android,4178,319,8,,11/11/2013,لاَ حَوْلَ وَلاَ قُوَّتَ اِلاَ,‏❤سُبْحَانَ اللّه ❤مَاشَآءَاللّهُ❤ Kaligrapfi ❤❤ ‏اَللّهُ اَكْبَرُ، اَللّهُ اَكْبَرُ، اَللّهُ اَكْبَرُ، لاَ اِلَهَ اِلاَّ اللّهُ اَللّهُ اَكْبَرُ،,,,View
6/27/2018,@suryamalang,Surya Malang Tribunnews,Hasil Quick Count Hitung Cepat Pilkada Kota Malang 2018 - 2 Sumber Memenangkan Pasangan SAE,1.012E+18,https://goo.gl/fb/Q9jWbG,,,0,0,Google,3927,128,18,,12/8/2014,Jl Sultan Agung No 4 Malang,"Akun Resmi Harian Surya Biro Malang, Grup Tribunnews, Kompas Gramedia. Non-Stop Mengabarkan Tentang Arema dan Informasi Malang.",http://suryamalang.com,,View
6/27/2018,@PArjasa,Polsek Arjasa,Pantauan Pilkada 2018 #PantauanPilkada2018 #PantauanPilkada #PilkadaSerentak2018,1.012E+18,,pic.twitter.com/zx1DxsWjap,,0,1,Twitter for Android,72,52,0,,12/17/2017,"Jawa Timur, Indonesia",,,,View
6/27/2018,@SISWANT35748677,Polsek Papar,"Kapolda dan Pangdam Pantau Situasi Coblosan  - Kapolda Jatim dan Pangdam V Brawijaya dalam kunjungannya ke wilayah Mojokerto, juga menyempatkan memantau situasi dan kesiapan coblosan pilkada di Lapas Kota Mojokerto. Rabu (27/6/2018), Kapolda Jatim",1.012E+18,http://jatimnow.com,https://pbs.twimg.com/media/DgtWE4vU0AEE6uH.jpg,,0,1,Twitter for Android,13,31,0,,12/23/2017,,,,,View
6/27/2018,@abadikinionline,Abadi Online,Kasman-Yasin Unggul Telak di Pilkada Donggala,1.012E+18,https://www.abadikini.com/read/27/06/2018/kasman-yasin-unggul-telak-di-pilkada-donggala/,https://pbs.twimg.com/media/DgtV_57UEAAIWN-.jpg,,0,1,WordPress.com,2727,1,2,,7/13/2015,"Jakarta, Indonesia","Akun Tidak Resmi http://Abadikini.com, Ikuti Akun Resmi Abadikini dan Ikuti berita - berita abadikini di @abadikinicom",,,View
6/27/2018,@IDN_NewsID,Indonesia Daily News,Kasman-Yasin Unggul Telak di Pilkada Donggala,1.012E+18,https://www.abadikini.com/read/27/06/2018/kasman-yasin-unggul-telak-di-pilkada-donggala/,https://pbs.twimg.com/media/DgtV-CfU8AAq81z.jpg,,0,0,WordPress.com,2846,1971,0,,5/6/2014,Indonesia,Everyday is News and News is Everything,,,View
6/27/2018,@CingMargonda,CingMargonda,Kasman-Yasin Unggul Telak di Pilkada Donggala,1.012E+18,https://www.abadikini.com/read/27/06/2018/kasman-yasin-unggul-telak-di-pilkada-donggala/,https://pbs.twimg.com/media/DgtV9SbUcAAxfnq.jpg,,0,0,WordPress.com,169,347,0,,10/18/2012,Depok,Velox et Exactus,,,View
6/27/2018,@arkan_adib,Arkan Adib Wiratama,Kasman-Yasin Unggul Telak di Pilkada Donggala,1.012E+18,https://www.abadikini.com/read/27/06/2018/kasman-yasin-unggul-telak-di-pilkada-donggala/,https://pbs.twimg.com/media/DgtV8o-UcAEQVdy.jpg,,0,0,WordPress.com,125,709,0,,2/2/2016,Jakarta Selatan,Sosialis Kesepian,http://asio.gov.au,,View
6/27/2018,@selly_ptw,Selly Pratiwi,Kasman-Yasin Unggul Telak di Pilkada Donggala,1.012E+18,https://www.abadikini.com/read/27/06/2018/kasman-yasin-unggul-telak-di-pilkada-donggala/,https://pbs.twimg.com/media/DgtV8D2VQAAxJe3.jpg,,0,0,WordPress.com,972,527,1,,4/18/2016,"Jakarta Pusat, DKI Jakarta","Mahasiswi di Atmajaya, kuliah, modelling, suka politik, anti korupsi dan bebas bicara sesuka hati sesuai nurani... Pro Ecclesia Et Patria",http://www.cliti.com,,View
6/27/2018,@AnakBaranusa,Anak Baranusa,Kasman-Yasin Unggul Telak di Pilkada Donggala,1.012E+18,https://www.abadikini.com/read/27/06/2018/kasman-yasin-unggul-telak-di-pilkada-donggala/,https://pbs.twimg.com/media/DgtV7ZNUYAAOYEl.jpg,,1,0,WordPress.com,3118,353,2,,2/18/2014,"Tengah Laut, Baranusa-NTT-DKI",Ora et Labora : Bekerja dan Berdo'a,,,View
6/27/2018,@porosanonim,Poros Anonim,Kasman-Yasin Unggul Telak di Pilkada Donggala,1.012E+18,https://www.abadikini.com/read/27/06/2018/kasman-yasin-unggul-telak-di-pilkada-donggala/,https://pbs.twimg.com/media/DgtV6sKUcAEpcpb.jpg,,0,0,WordPress.com,5104,203,11,,5/1/2012,Tidak DiKetahui,Mendukung Perjuangan Partai Bulan Bintang dan Prof Yusril Ihza Mahendra. #ManifestoPorosAnonim,,,View
6/27/2018,@TBatang,RAKYAT JELATA,Seamat @ganjarpranowo Semiga amanah👍👍👍😁,1.012E+18,https://regional.kompas.com/read/2018/06/27/22095401/ini-hasil-akhir-3-quick-count-pilkada-jateng-ganjar-taj-yasin-menang,,,0,0,Twitter for Android,75,364,0,,7/16/2012,PELOSOK INDONESIA,"*HANYA RAKYAT BIASA* SAAT INI ~APAPUN PARTAINYA, ISINYA MASIH SAMA SAJA~ SAAT INI SAYA SIH *NO* MASIH GOLPUT UNTUK SEMUA PARTAI!!!!!",,,View
6/27/2018,@SukaBasaBasi,........ #Ngakalin,"Huaahahah 😂🤣 Om.. korupsi Om PDIP gaalau pilkada 2018 emak nangis.. Banteng nyungsep RT @rmolco: Target Menang Pilkada Meleset, PDIP Akui Kasus Korupsi Jadi Penyebab #KlikRMOL #pilkada",1.012E+18,"https://twitter.com/rmolco/status/1011944741099851776
http://politik.rmol.co/read/2018/06/27/345411/Target-Menang-Pilkada-Meleset,-PDIP-Akui-Kasus-Korupsi-Jadi-Penyebab-",,,0,1,Twitter for Android,3876,898,9,,10/25/2016,,#2019GantiJok,,,View
6/27/2018,@abadikinicom,Abadikini.com,Kasman-Yasin Unggul Telak di Pilkada Donggala,1.012E+18,https://www.abadikini.com/read/27/06/2018/kasman-yasin-unggul-telak-di-pilkada-donggala/,,,0,0,Abadikini.com,5585,237,4,,6/28/2013,"Jakarta, Indonesia","Official Twitter Of http://abadikini.com | Terkini, Terhangat dan Terpercaya. | Redaksi@abadikini.com",http://www.abadikini.com,,View
6/27/2018,@zarazettirazr,Zara Zettira ZR 1️⃣4️⃣,Bima Dedie menang 😍😍😍😍🌹🌹🌹,1.012E+18,http://www.beritasatu.com/video-berita/498551-bima-arya-klaim-kemenangan-berdasarkan-hitung-cepat-di-pilkada-2018.html,,,1,3,Twitter for iPad,211920,7952,368,,6/25/2009,Queensland Australia ,"exporting camels from Australia #savethecamels project . Penyambung aspirasi rakyat. Islam agamaku 🇮🇩 Demokrat Partaiku , tidak alergi dgn partai lain",http://www.demokrat.or.id,,View
6/27/2018,@herygobleh,Herry Krismiyanto,Seberangi sungai untuk sampai di TPS 04 desa Bolo kec Wonosegoro di pilkada jateng 2018 (27/06) #jalanpintasketps #lebihdekatlebihcepat #bolowonosegoro #polsekwonosegoro #polresboyolali,1.012E+18,,pic.twitter.com/OrwoDSbCxH,,0,0,Twitter for Android,0,4,0,,6/1/2018,,,,,👤
6/27/2018,@aboutjabar,About Jabar,KPU Kota Bekasi Gelar Rakor Akhir Persiapan Pilkada Serentak 2018,1.012E+18,http://dlvr.it/QYjBSM,https://pbs.twimg.com/media/DgtVph3UYAAHcm5.jpg,,0,0,dlvr.it,141,229,0,,5/4/2012,,All About Jabar,http://suarajabar.com,,View
6/27/2018,@bakacorleone,yanta,wah darurat politik iki coooo 😂,1.012E+18,https://regional.kompas.com/read/2018/06/27/16090451/quick-count-pilkada-makassar-kotak-kosong-unggul,,,0,0,Twitter for Android,655,345,1,,3/16/2011,PUJASERA STASIUN KOTA BARU,"ideadead. // a NPC - this character play a minor role in your life, he don't give a mission but a warmness.",,,View
6/27/2018,@kompascom,Kompas.com,"Quick Count Charta Politika Pilkada Lampung Data 100 Persen, Arinal-Chusnunia Unggul",1.012E+18,http://nasional.kompas.com/read/2018/06/27/22305001/quick-count-charta-politika-pilkada-lampung-data,,,1,3,MyKompas,7002812,26,0,✅,3/8/2009,Indonesia,Ketika Perbincangan Dimulai | social@kompas.com | Jernih Melihat Dunia,http://www.kompas.com,,View
6/27/2018,@seurhun,cek bio,Bawaslu sebut temukan 35 kasus dugaan politik uang di Pilkada Serentak 2018,1.012E+18,http://dlvr.it/QYjB4K,,,0,0,dlvr.it,84,167,4,,5/25/2014,TRUSTED ,sold✋ for testi cek fav,,,View
6/27/2018,@instingjurnalis,instingjurnalis,DOAmu Menang Telak Pilkada Sidrap,1.012E+18,http://dlvr.it/QYj9z6,https://pbs.twimg.com/media/DgtVcLLUcAAZY89.jpg,,0,0,dlvr.it,34,125,0,,3/21/2017,,,http://www.instingjurnalis.com,,View
6/27/2018,@akuratnews,akuratnews,"Hasil ‘Quick Count’ Pilkada 2018, Pengamat: Rakyat Ingin Sosok di Luar Jokowi-Prabowo",1.012E+18,https://akuratnews.com/hasil-quick-count-pilkada-2018-pengamat-rakyat-ingin-sosok-di-luar-jokowi-prabowo/,https://pbs.twimg.com/media/DgtVajDU8AA9AXV.jpg,,0,0,WordPress.com,261,619,0,,12/6/2016,"DKI Jakarta, Indonesia","Selamat Datang di Akun Twitter Resmi http://Akuratnews.com, Informasi Pemasangan, Iklan Hubungi: 08128199908 / 081934195525 Email: Akuratnews06@gmail.com",http://Akuratnews.com,,View
6/27/2018,@grand77_bet,Taruhan Bola Online,"Unggul Dalam Quick Count Pilgub Sumut 2018 Pada Pilkada Sumut, Edy Rahmayadi di Telepon SBY",1.012E+18,http://iniberita.news/unggul-dalam-quick-count-pilgub-sumut-2018-pada-pilkada-sumut-edy-rahmayadi-di-telepon-sby/,https://pbs.twimg.com/media/DgtVYxVU8AAVOL7.jpg,,0,0,WordPress.com,18,69,0,,9/29/2017,,,http://grand77bet.online,,👤
6/27/2018,@geloraco,GELORA,"Quick Count Pilkada Jabar dari 2 Lembaga, Pemenangnya Asyik",1.012E+18,http://www.posmetro.info/2018/06/quick-count-pilkada-jabar-dari-2.html,,,24,26,Twitter Web Client,37812,2156,38,,8/18/2015,Indonesia,email: redaksi@gelora.co,http://www.gelora.co,,View
6/27/2018,@seputarbdgraya,Seputar Bandung Raya,Pj Gubernur Jabar Tinjau Pelaksanaan Pilkada Serentak 2018 di Rutan Kebon Waru,1.012E+18,http://dlvr.it/QYj9ZH,,,0,0,dlvr.it,2021,2025,8,,11/20/2012,"Bandung, West Java",Informasi Buat Semua,,,View
6/27/2018,@pidressitubondo,HUMAS RES SITUBONDO,Pantauan Pilkada 2018:  via @YouTube,1.012E+18,http://youtu.be/Oo3UGrdDTtY?a,,,2,2,Google,475,138,2,,11/22/2010,"Situbondo, Indonesia",PELAYANAN INFORMASI BAGI MASYARAKAT SITUBONDO,http://www.tribratanewssitubondo.com,,View
6/27/2018,@boyfahrullah,B0y FAhRuLLaH,"Selamat buat pemenang yg dipilih rakyat dlm pilkada serentak 2018, mudah2an bisa menjalankan tugas dgn baik dlm mengemban amanah dan dpt mensejahterakan jg memajukan rakyat didaerahnya masing2.",1.012E+18,,,,0,0,Twitter for Android,23,194,0,,3/3/2011,Indonesia,,,,View
