id,created_at,text
15723051611,2010-06-08 18:12:15,b'Minimum Viable Design http://kiss.ly/9nFAWW #webdesign (via @KISSmetrics)'
15655970532,2010-06-07 21:04:58,"b'Lunch in the sun at Cafe du Soleil, reading The Four Steps to the Epiphany, sippin on an Arnold Palmer. Life is good.'"
15598518555,2010-06-07 02:24:48,"b'""Turn on, tune in"" to NPR right now: now broadcasting a fascinating discussion of psychedelic research, shamanism + spirituality'"
15517916399,2010-06-05 23:31:27,"b'I just convinced Dr. David Burns of ""Feeling Good"" fame to join Facebook! http://bit.ly/bJK0bi Great to see psychology leader embrace tech'"
14725929692,2010-05-25 23:55:40,"b'""As soon as you stop thinking about it [mobile health/persuasive tech] as *technology*, you start making real change"" - @ChiefMaven #mh2010'"
14721799452,2010-05-25 22:35:34,"b'Need to address core emotional needs FIRST (""Am I normal?""), THEN ppl are receptive to behavior change -Jon Stross, babycenter.com'"
14721246189,2010-05-25 22:24:37,"b'Safer sex via SMS? http://www.qpid.me helps you ""spread the love, nothing else""  #mh2010 #safe-sexting http://twitpic.com/1r1lvz'"
14717953214,2010-05-25 21:17:08,"b'@marinalevina I think that T-Mobile Wellcare monitoring product is just in concept stage at the moment, not totally sure'"
14717668133,2010-05-25 21:11:04,"b'Why carriers matter to mobile health: ""when there\'s a problem with your phone, you call us - not Google"" - Winston Wang, T-Mobile #mh2010'"
14717435877,2010-05-25 21:06:05,b'@crgonzalez good to know!'
14717382939,2010-05-25 21:04:56,"b'RT @jonfroehlich: just published #mh2010 talk ""Sensing Opportunities & Zero Effort Apps for Mobile Health Persuasion"" http://bit.ly/cn0Y0s'"
14716044810,2010-05-25 20:36:29,"b'""Without commercial engine to drive adoption of mobile health tech, we won\'t have enough impact"" -Joseph Smith, West Wireless Health #mh2010'"
14710890350,2010-05-25 18:48:40,"b'IDEO on http://bit.ly/Bedsider case study -- tone is very important #mh2010 ""allow your prototyping to surprise you"" (via @texting4health)'"
14707723133,2010-05-25 17:44:42,b'@superlativelady totally. Tons of stuff at this conference. Check the #mh2010 hashtag for lots of other great tweets'
14707686690,2010-05-25 17:43:59,"b'@2healthguru ""intimate transparent groups"" - I like that. Like the mafia? ;)  http://www.goalmafia.com'"
14705468057,2010-05-25 17:01:46,b'any behavior change relying solely on willpower is likely to fail (@kendramarkle). Consider setting intentions rather than goals. #mh2010'
14704328742,2010-05-25 16:41:38,"b""Mobile therapy and mood mapping  - Margaret Morris @ Intel's Digital Health Group -- see video  http://ow.ly/1PG0y  #mh2010 (via @msquihuis)"""
14640351807,2010-05-24 18:43:41,"b'RT @msquihuis: help people do what they already want to do! - ""the most effective persuasion doesn\'t feel like persuasion"" @bjfogg #mh2010'"
14640019132,2010-05-24 18:36:35,b'First-ever demo of the Behavior Wizard by @bjfogg! Systematic way to identify effective persuasion strategies http://bit.ly/d5jYYj #mh2010'
14639770152,2010-05-24 18:31:14,"b'""Technology is better at getting us to *do* stuff than to *not do* stuff."" - @bjfogg  #mh2010 http://bit.ly/8vzCPC'"
14639502906,2010-05-24 18:25:40,"b'""people need an excuse to do something good"" - @jensmccabe Yes! I totally agree. We know what to do, but need that extra push #mh2010'"
14639331748,2010-05-24 18:22:02,"b'""Getting people from intent 2 action is biggest challenge"" @jensmccabe #mh2010http://twitpic.com/1qosnq'"
14638745588,2010-05-24 18:09:53,"b""I'm at Mobile Health 2010 conf at Stanford. On stage now: @bjfogg, @jensmccabe and more experts on health + behavior change #mh2010"""
12091622438,2010-04-13 07:11:48,"b'I need to build a News Feed into my site. Anybody have recommendations on what architecture to use? Memcached, MongoDb...?'"
12068520286,2010-04-12 22:09:10,"b'Killer! @danlockton \'s ""Design with Intent: 101 Patterns for Influencing Behaviour Through Design"" http://bit.ly/c4dMPa'"
11841745759,2010-04-08 20:26:34,"b""Sitting in on BJ Fogg's Health Habits class at Stanford. Takes me back to my undergrad days... #nostalgia habits.stanford.edu"""
11806402690,2010-04-08 04:29:42,"b'""In Soviet Russia, code breakpoint you."" (via @techknow)'"
11502185749,2010-04-02 21:51:47,b'RT @supercoolSchool: Are you hacking with a purpose? Join us to transform education forever! http://bit.ly/cYpaji #jobs #startup'
11043411498,2010-03-25 17:00:17,"b'I\'m going to totally start being in the moment, next week. ""Mindfulness starts Monday!""'"
10893219398,2010-03-22 22:18:13,"b'I just ran the command ""script/generate migration add_sex_to_users"" and got a little thrill. #startup-lifestyle #needtogetoutmore'"
10709400019,2010-03-19 05:48:19,"b""(just to clarify, that's technoMUSIC lovers, not lovers of technology. Tho honestly there is a lot of overlap between those two groups.)"""
10709364950,2010-03-19 05:47:03,"b'Dear techno lovers: I am currently searching for mix sets, albums, or tracks that sound like this: http://bit.ly/aJCrAM. Got any links?'"
10209388564,2010-03-09 06:30:42,"b'My book on feng shui design looks out over my cluttered war zone of a room. Artfully, stylishly, taunting me.'"
10161136575,2010-03-08 07:37:04,"b""Very useful tool to help you think more clearly about behavior change: the latest version of @bjfogg's http://behaviorgrid.org"""
9963939584,2010-03-04 07:31:55,"b'""An intellectual is a person who has discovered something more interesting than sex."" - Aldous Huxley'"
9911030864,2010-03-03 05:18:35,"b'Dear Lazyweb, I could totally use some help with the authlogic_facebook_connect rails plugin. http://bit.ly/cdaxrR'"
9638016791,2010-02-25 18:45:10,"b'""It was only after the illness that I understood how important it is to affirm one\'s destiny..."" - Jung http://twitpic.com/15aecl'"
9534979818,2010-02-23 17:36:16,b'Reach out and touch someone: http://nyti.ms/cKe8cA'
9267719567,2010-02-18 04:05:37,"b""If you're a developer with mobile experience (esp Blackberry) and are looking for a job, hit me up. I've got a lead at a cool startup in SJ."""
8686397342,2010-02-05 17:42:43,b'Great NYT magazine article: Is there an ecological unconscious? http://nyti.ms/b5hugE'
8656266421,2010-02-05 01:07:21,"b'Text4baby campaign delivers free health tips to expectant, new moms http://text4baby.org/'"
8600713649,2010-02-03 19:53:04,b'@KevInterrobang Yeah... love that Calvin and Hobbes!'
8600662013,2010-02-03 19:51:30,b'Next Weds there is a free teleconference on the Haiti situation by Doctors Without Borders. Register here: http://bit.ly/bryJv5'
8600319440,2010-02-03 19:41:05,"b""Bill Watterson, creator of beloved 'Calvin and Hobbes' comic strip looks back with no regretshttp://bit.ly/9Yd2ZO"""
8572938899,2010-02-03 03:46:58,"b'""Real isn\'t how you are made... it\'s a thing that happens to you. Does it hurt? Sometimes."" Margery Williams, The Velveteen Rabbit'"
8254328815,2010-01-26 22:56:36,"b'My latest DJ set includes 11 tracks with a deep/progressive/techy house feel, mixed live for your aural pleasure: http://bit.ly/cEzfKh'"
7999332242,2010-01-20 20:52:27,"b'""It is pitch black. You are likely to be eaten by a grue."" Online Zork! http://bit.ly/eNnAw'"
7965827349,2010-01-20 00:16:59,"b'Avatar ""has recreated the heart of biology: the naked, heart-stopping wonder of really seeing the living world."" NYT http://bit.ly/6zYgz8'"
7819677630,2010-01-16 07:28:18,"b""Hacking startup code, listening to Cheb i Sabbah, contemplatively savoring some Haagen Dazs coffee ice cream. Who said men can't multitask?"""
7737248874,2010-01-14 05:06:14,"b'""Pessimism is an indulgence."" - Wade Davis, speaking at #longnow seminar'"
7657021041,2010-01-12 04:15:27,"b'Panel speakers: more time talking about what you learned from experience, less time plugging your company. Please. Thank you.'"
7655574539,2010-01-12 03:31:15,"b'Getting my geek on with a packed house at Mobile Monday. On the bill tonight: virtual goods, social games http://twitpic.com/xqyzh'"
7646226730,2010-01-11 22:52:39,b'New York #quantifiedself Show&Tell #4 - Recap http://bit.ly/6W3xT0'
7499609421,2010-01-08 01:10:00,"b'""AnalyzeWords helps reveal your personality by looking at how you use words."" http://analyzewords.com/?handle=curiousjordy'"
7498469149,2010-01-08 00:34:51,b'One guy describing his system using self-tracking to achieve his goals http://jakehasstandards.tumblr.com/ #quantifiedself'
7456184069,2010-01-06 22:30:07,b'Learn to master negative thoughts/anxiety/depression using online Cognitive Behavioral Therapy (CBT): http://bit.ly/2m5cqB'
7381882355,2010-01-04 22:51:09,"b'""Stars, darkness, a lamp, a phantom, dew, a bubble, a dream, a flash of lightning, and a cloud: Thus we should look upon all that was made.""'"
7345275686,2010-01-03 22:25:09,"b'""Regrets are illuminations come too late."" - Joseph Campbell, The Hero With A Thousand Faces'"
7132053437,2009-12-28 19:26:51,b'\xe2\x80\x9cI\xe2\x80\x99m sick of following my dreams... I\xe2\x80\x99m just gonna ask where they\xe2\x80\x99re going and hook up with them later.\xe2\x80\x9d - Mitch Hedberg'
7107481311,2009-12-28 01:46:47,b'GET A GRIP! http://bit.ly/6En84L'
7096982611,2009-12-27 18:43:19,"b'Slides posted from @ePatientDave\'s great talk at #quantifiedself meetup: ""The Quantified Patient"" 12/7/09 http://is.gd/5DoHF'"
7085867163,2009-12-27 08:51:51,"b'""Man, I, in an invisible act of creation put the stamp of perfection on the world by giving it objective existence."" - Jung'"
7009288605,2009-12-24 19:37:31,"b'RT @techVenture: Hail to the geek, a blog just for you: http://bit.ly/6Qx2uC'"
6982841918,2009-12-24 01:04:44,b'Curious Jordy Goes To Get PRK Laser Eye Surgery: http://bit.ly/5fVll3'
6875557395,2009-12-21 00:01:07,"b""Cleo and I are listening to an audiobook of Man's Search for Meaning by Victor Frankl. http://twitpic.com/uf8nv"""
6804859833,2009-12-18 18:52:59,"b""I'm getting laser eye surgery today. PRK, to be exact. Wish me luck!"""
6750537569,2009-12-17 02:10:16,"b""@soulcutter thanks! bandura is totally the man. What I'm trying to figure out is how how to improve self-efficacy using technology"""
6746437881,2009-12-16 23:47:07,"b'""How many therapists does it take to change a lightbulb?"" and more learnings from the psych conference: http://bit.ly/5QcGPn'"
6739660160,2009-12-16 19:35:08,"b'#haiku to start the day: ""Dawn meditation / Breathe in... \xe2\x80\x94 cat barfs. Twice, loudly. / What Would Buddha Do?""'"
6714058046,2009-12-16 00:55:12,"b'What Matters Now, by Seth Godin, @zappos and more. Fantastic. @http://bit.ly/57DAtk'"
6713435015,2009-12-16 00:34:04,b'Learn about methods and metrics for changing behavior with online video this Friday http://bit.ly/vidshop (msg me for discount code)'
6711969882,2009-12-15 23:41:45,b'RT @JPBarlow: LSD is a drug that produces fear in people who don\xe2\x80\x99t take it. - Timothy Leary'
6711938487,2009-12-15 23:40:37,"b""Homeward bound, after finding spiritual enlightenment. In LA. I know, like, I'm, like, as shocked as you are."""
6615340906,2009-12-13 01:25:59,"b'It\'s official: after 3 epic days at ""the world\'s largest psychotherapy conference"", I need therapy. Or maybe I need less therapy?'"
6611145014,2009-12-12 22:27:12,"b'""My concern for the field of psychotherapy is that there\'s so much bullshit!"" - Don Weichenbaum: http://bit.ly/8zfAJW'"
6544540999,2009-12-10 21:41:56,"b'Transformational phrase for depressed patient: ""I\'m a defective human being"" --&gt; ""I\'m a human being with defects"" (Dr. Burns)'"
6544227159,2009-12-10 21:30:23,"b'Dr. Burns: ""I\'m for tools, not schools [of therapy]... schools compete like religious cults!""'"
6544174436,2009-12-10 21:28:26,"b'""we yearn for change, but cling to the familiar"" Dr. Burns citing challenge with therapy patients (or anyone)'"
6543646764,2009-12-10 21:08:31,"b'Listening to Dr. Burns of ""Feeling Good"" fame speak on ""paradoxical agenda setting"" at the Evolution of Psychotherapy conference.'"
6513783107,2009-12-10 00:12:54,"b'I\'m going to the http://www.evolutionofpsychotherapy.com conference in Anaheim tomorrow! ""extremely psyched"" (pun intended) = understatement'"
6513554951,2009-12-10 00:05:13,b'@n8downs ah yes... I pulled the same move at Bebo with some crappy sql. Nothing like the sheer terror of bringing a huge site to its knees.'
6511401546,2009-12-09 22:50:17,"b'@n8downs but you must have wiped out your sandbox, not IMVU production data.... right?'"
6506753210,2009-12-09 19:59:28,"b""OMG I wiped out my startup's entire database on production this morning (all ~15 users). Is that why they call it an alpha? #FML"""
6472084915,2009-12-08 19:14:34,"b'""20 Key Questions on Motivation and Habits, Answered"" by @zenhabits: http://bit.ly/8b9WCN'"
6471899133,2009-12-08 19:07:16,"b""MacBook + Coupa Cafe + hacking on startup = I'm officially a caricature of a Silicon Valley dot-commer. LOVE IT."""
6456790309,2009-12-08 06:32:09,"b""@jensmccabe @shazow great seeing you both tonight! can't wait to see what's coming next for #getupandmove"""
6454868930,2009-12-08 04:59:13,b'RT @edyson: @jensmccabe at #qs on microfitness:  Can impulse exercise be contagious?  getupandmove.me'
6454002942,2009-12-08 04:23:15,"b'""I want Google Earth for my body!"" - @ePatientDave until then, www.visiblebody.com is pretty sweet'"
6453186868,2009-12-08 03:51:42,"b'@soychemist just gave great whirlwind talk on biosensors. soon: real-time cocaine detection, rx drug overdose detection etc'"
6453102616,2009-12-08 03:48:32,"b'""I\'m a vegetarian, but then I fill the shot glass with newborn calf serum..."" Aaron Rowe describing new biosensor tech #quantifiedself'"
6452409854,2009-12-08 03:22:55,b'At WIRED office in SOMA for some sweet http://www.quantifiedself.com show and tell action.'
6439373850,2009-12-07 19:23:22,b'\xe2\x80\x9c[W]e need to make vast changes in human behaviour... What we need is a technology of behaviour.\xe2\x80\x9d - BF Skinner (via @danlockton)'
6363929926,2009-12-05 07:26:53,b'@dariusmc sippin on a macallan myself. :) Cheers man.'
6359356954,2009-12-05 03:43:30,"b'Psyched for the #longnow seminar right now, lost landscapes of san francisco with rick prelinger http://bit.ly/10nyEk#'"
6298257579,2009-12-03 08:41:07,"b""@rmatei thanks dude. hackiest rails site on the web, i'm sure :)  hey, it's my first one..."""
6298239933,2009-12-03 08:39:56,"b'@jeanpaul merci, jp!'"
6298230961,2009-12-03 08:39:15,"b""@jrk I'm only subjecting a few friends to my app at this point... but I will post a URL for alpha invites soon. Maybe in a week or two?"""
6292381806,2009-12-03 03:42:12,"b""Just launched my 1st startup prototype. I'm equal parts tired, relieved, scared, excited, and hungry. Gosh this is fun. Entrepeneurship FTW!"""
6106758252,2009-11-27 08:18:52,"b""@cbarrett Balls. To. That. Sorry man. I feel your pain... left my iPhone in a cab last week. It's making somebody very happy."""
6090822309,2009-11-26 19:54:53,"b'""The mission of the artist is to make the soul perceptible."" - Alex Grey. ""Gobble gobble."" - Turkey. Happy Thanksgiving, everyone!'"
6056130405,2009-11-25 17:51:26,"b'My blog http://bit.ly/7me7Y0 ""How to be a failure""  vs TED talk ""A kinder, gentler philosophy of success"" http://bit.ly/FOLfA'"
6055576205,2009-11-25 17:30:02,"b'@NicoleLazzaro as the proud blogger at http://www.curiousjordy.com, I must say I agree with you on the &lt;3 curiosity thing ;)'"
6055121178,2009-11-25 17:12:24,"b'@bjfogg\'s ""Psych of FB"" class ranked #3 best course in USA. #1= Joy of Garbage #2= Airline Crash Training - Ha!  http://bit.ly/topcourses'"
6037524906,2009-11-25 02:20:58,"b'RT @Quiverymoments: ""Often life is a frantic avoidance of the truth."" ~Adyashanti'"
5993341703,2009-11-24 00:46:05,"b'@datn Exactly. from the ""I think you\'re missing the point"" department...'"
5993210533,2009-11-24 00:40:59,"b'Most of beautiful of all, though, the rock is not attached to its existence...  http://twitpic.com/qp1m2'"
5986341108,2009-11-23 20:19:45,b'What Is Best In Life? Hooters Edition (video) http://bit.ly/84LGSX'
5970755826,2009-11-23 07:28:23,"b'Sneak preview of ""What Is Best In Life? - Hooters Edition"" coming out tomorrow: http://twitpic.com/qm15p Last episode: http://bit.ly/tNTen'"
5915796203,2009-11-21 10:18:26,"b'What\'s next,competitive zen buddhism? Monk 1:""I\'m TOTALLY more interconnected with all of creation than you."" Monk 2:""WTF?!""'"
5915711396,2009-11-21 10:10:52,"b'""Competitive yoga""? Hey, I have a great idea, let\'s turn an ancient spiritual practice into a competition. http://bit.ly/8zTOWf'"
5843776000,2009-11-19 01:11:37,b'RT @jalter: RT @TechCrunch Good Question! The Eight Best Questions We Got While Raising Venture Capital http://bit.ly/30tLzq'
5843431431,2009-11-19 00:58:59,"b'RT @bjfogg: The key to changing behavior: ""Put hot triggers in the path of motivated people."" This is my mantra. http://bit.ly/FoggModel'"
5834663580,2009-11-18 19:23:27,"b'""One approach I find beneficial is not to take things too seriously. A touch of lightheartedness makes a big difference."" - Dalai Lama'"
5818464218,2009-11-18 05:01:26,"b""@werrintheworld you're blushing, im honored... maybe your first but certainly not your last. :)"""
5818422091,2009-11-18 04:59:28,"b'Hm... ""the so-called need to control and dominate others is a function, not of a feeling of power, but of powerlessness"" Terence McKenna'"
5805137593,2009-11-17 20:20:05,"b'@werrintheworld curious jordy is noticing you on Twitter, and is thrilled! Welcome, welcome...'"
5805020716,2009-11-17 20:15:14,"b""RT @ziv: RT @sw: best thing i've ever read.  david foster wallace on life and meaning: http://bit.ly/1ss6ZZ"""
5750506929,2009-11-16 00:17:48,"b'RT @hnshah: RT @bokardo: Observation from people watching: women notice everything, men notice women'"
5610025626,2009-11-11 04:21:11,"b'@gcuellar All tweets go to Facebook, but not all Facebook updates go to Twitter.  Only facebook gets the purely social updates.'"
5609661028,2009-11-11 04:03:44,"b'""How nagging text messages can make you healthier and richer"" ==&gt; http://bit.ly/2LsZR @texting4health @bjfogg'"
5595748300,2009-11-10 18:38:40,"b'RT @Deepak_Chopra: To find your true self,you must surrender to it,and the best way to do that is to surrender to another person [or power?]'"
5572374239,2009-11-09 23:19:34,"b'""No man is exempt from saying silly things; the mischief is to say them deliberately."" - Montaigne'"
5546981761,2009-11-09 01:37:25,"b'I think the secret to being a real man is... well, just watch this video ==&gt; http://bit.ly/2TPtbw. What do YOU think?'"
5518554915,2009-11-07 23:59:12,"b'RT @danlockton: Persuasion for peace ""none is more ambitious than Peace Dot, a new initiative by @bjfogg and team"" http://bit.ly/40J8NO'"
5494334322,2009-11-07 00:59:43,b'@bmorrow thx for the tip... I ended up choosing Zenfolio after doing some googling and playing with it and SmugMug. Photos load so fast!'
5494069089,2009-11-07 00:47:56,b'Chose Zenfolio over SmugMug for photo hosting - pics loaded faster. First albums just posted: Portraits and Nature http://bit.ly/1p3Odk'
5485964442,2009-11-06 18:55:18,"b""Follow up to last request about online photo gallery: I'd like to be able to browse via albums AND tags"""
5485917342,2009-11-06 18:53:16,"b""Dear Lazyweb: I'd like to create an online gallery to show off my photos, put them up for sale, etc. What do you recommend?"""
5433373148,2009-11-04 23:09:18,b'5 Books That Changed My Life (recently) http://bit.ly/4CRYji'
5414479841,2009-11-04 06:47:37,"b""Trying to learn Spanish with @livemocha, but the site's audio is broken. Mierda!  Has anyone used them before? Maybe it's a Mac problem?"""
5369131080,2009-11-02 18:17:03,b'RT @NicoleLazzaro: The war between Twitter and Facebook is decided on what creates more emotion: conversations around ideas or among friends'
5352530889,2009-11-02 02:05:37,"b'Jung is such a philosophical stud:""when no answer comes from within 2 the problems or complexities of life,they ultimately mean very little""'"
5352149433,2009-11-02 01:49:02,"b'""Life has always seemed to me like a plant that lives on its rhizome. Its true life is invisible."" Jung http://twitpic.com/ny9yj'"
5351812135,2009-11-02 01:34:26,"b'About to introduce myself to Jung  - reading his life story Memories, Dreams, Reflections. I feel like in some sense I know him already.'"
5263895731,2009-10-29 17:16:44,"b'RT @Deepak_Chopra: Repeating this: If you want a great relationship, then stop looking for the right person and become the right person.'"
5237649043,2009-10-28 19:00:04,"b'RT @AffectMetrics: http://is.gd/4lgmi video of facial features that elicit attribution of dominance, trustworthiness and competence. Vcool!'"
5237636482,2009-10-28 18:59:28,"b'Facial expressions to show that you5.5 Dominant, 3.1 Trustworthy, and -6 Competent? facial features http://bit.ly/nSWag (via @AffectMetrics)'"
5236869692,2009-10-28 18:24:35,"b""It's time for me to learn some languages (spoken, not computer). Hebrew, Spanish... Has anyone used Rosetta Stone Totale? LiveMocha?"""
5223794580,2009-10-28 06:04:05,"b""@andrew_chen gr8 seeing U 2. I'm cranking on startup, I'll ping U 4 coffee in a week or few once ive got something 2 talk abt :)"""
5223735704,2009-10-28 05:59:52,b'@viciousesque hi! any particular reason for the recent mention? :)'
5223647559,2009-10-28 05:52:47,b'Psyched after successful launch of @PeaceDot project tonight! Recorded video here: http://bit.ly/1rg6l9 Congrats @bjfogg and team'
5216212740,2009-10-28 00:28:21,b'RT @andrew_chen: 10 examples of minimum viable products http://bit.ly/1C3IE5'
5158354407,2009-10-25 23:05:32,"b'RT @bjfogg: Feedback pls - Which is best term for PEACE antecedents - ""ELEMENTS of peace"" or ""ROOTS of peace"" ?  http://bit.ly/thebestword'"
5059214189,2009-10-22 02:22:56,b'RT @NicoleLazzaro: Why most interventions #FAIL: Change requires Knowledge + Motivation(emotion) + Feedback. This is where games rule!'
4946027616,2009-10-17 17:04:03,"b""@bjfogg try reducing your monitor brightness and/or contrast. I had same problem. They come set to 'stun' so they stand out in the store"""
4942490566,2009-10-17 14:09:36,"b'@adrian_perez thx, glad you liked the post! I took the VIA survey on @happier.com. Top strength: curiousity. ""bottom strength"":  modesty. ;)'"
4942326415,2009-10-17 14:00:09,"b'Just posted new ""What is best in life?"" video starring Vanessa, 23, Paris ==&gt; http://bit.ly/tNTen'"
4920662616,2009-10-16 17:11:03,"b'@jasonpurdy yeah, such a good one. funny as hell, and true.'"
4917821242,2009-10-16 15:12:14,"b'Sutherland TED talk ""a change in perceived value can be just as satisfying as \'real\' value"", @bjfogg cited at 10:45 http://bit.ly/EL1u'"
4917621039,2009-10-16 15:03:39,b'Text msg medication reminders works for pediatric liver transplant patients http://bit.ly/2QpXFt (via @texting4health @mobilecommons...)'
4896408022,2009-10-15 19:26:28,"b'This is a great essay on adulthood and reason, congrats @bpeele! http://bit.ly/1AWmX4'"
4893203128,2009-10-15 17:03:31,"b""@jasonpurdy the pic is engraved in my memory. That'll have to do ;)"""
4893135388,2009-10-15 17:00:38,"b""Sipping my tea, I look up: Parisian girl walks by, wearing a red coat, holding a baguette. One of life's finer moments. #parisjetaime"""
4893105346,2009-10-15 16:59:24,"b""Sipping my tea, I look up: Parisian girl walk by, wearing a red coat, holding a baguette. One of life's finer moments. #parisjetaime"""
4892316317,2009-10-15 16:23:49,"b'""Art is both creation and recreation."" - Lin Yutang, The Importance of Living'"
4772395481,2009-10-11 00:10:48,b'@bjfogg I cited you (via Bandura) in my latest blog post about personal growth... would love to get your thoughts http://bit.ly/16DLdc'
4772234588,2009-10-11 00:03:06,"b'3 steps you can use to help anyone grow (yes, even yourself): http://bit.ly/16DLdc'"
4767312254,2009-10-10 19:43:49,"b'True dat. ""Choosing to eat healthy is not always an easy decision. Eating Out Guide"" http://bit.ly/37LKa (via @pgoss)'"
4691064826,2009-10-07 20:24:05,"b""I'm in Paris tomorrow through Oct 21, and maybe London this weekend. Any friends want to meet up?"""
4685914086,2009-10-07 16:28:04,"b""@Quiverymoments yes indeed. I'm around until noonish. Catch me if you can ;)"""
4662638003,2009-10-06 19:26:46,"b'""time mgmt is a myth... focus not on managing ur time but on managing ur achievements."" http://is.gd/40Th7 (via@estefaniw, @karthikbht)'"
4642650663,2009-10-06 00:44:11,"b'And lo Jesus refused to raise Lazarus, as he had a pre-existing condition #conservativeBible lol thanks http://bit.ly/qNTAK (via @pgoss)'"
4642280149,2009-10-06 00:29:02,"b""@DigitalWatches Yes! People DO rely heavily on themselves as a model for understanding others, and that's a problem - inhibits empathy"""
4642254833,2009-10-06 00:27:56,"b'@NadjaB yep, that too. It seems people are just endlessly fascinating...'"
4642074025,2009-10-06 00:20:21,b'Online Dating Advice: Exactly What To Say In A First Message \xc2\xab OkCupid http://okcupid.com/z/yg'
4642018022,2009-10-06 00:18:00,"b'RT @andrew_chen: wow, okcupid blog is mining all sorts of amazing data: http://blog.okcupid.com/'"
4637777977,2009-10-05 21:11:11,b'RT @bjfogg: Question: What fascinates people most?   Answer: Other people. (Or is it ourselves in *relationship* to other people?)'
4617994883,2009-10-05 02:05:50,"b'RT @quantumactivist: You cannot do a kindness too soon, for you never know how soon it will be too late. R.W. Emerson'"
4617281840,2009-10-05 01:34:19,"b'Facebook prototype measures Happiness by looking at status updates - http://bit.ly/Y572Y (via @HalleTecco, @zappos)'"
4572046077,2009-10-03 04:20:41,"b""My car got towed tonight for highly questionable reasons... while i was at yoga. I want to be all pissed off and hateful, but I can't. #FML"""
4561323610,2009-10-02 19:40:10,"b""RT @johnperrybarlow: 2 save the world, we'd do well 2 reduce our obsession w/ negative consequences & focus more on positive innovation."""
4558122763,2009-10-02 17:20:51,"b""@bjfogg you're gonna love this: Google adds pagination and logic branching to Google forms! http://bit.ly/10sfKE (via @brantcooper)"""
4539795537,2009-10-02 00:45:25,b'@gcuellar nice. simple and effective.'
4539791321,2009-10-02 00:45:15,"b'Sweet, the people behind the ""These Come From Trees"" micro persuasion sticker have a blog: http://bit.ly/dN8TZ  (via @rmatei)'"
4538411076,2009-10-01 23:48:37,"b'A great example of ""microsuasion"" - micro persuasion - in action. Spotted in a stanford restroom http://yfrog.com/3orqejj'"
4530615491,2009-10-01 18:01:44,b'Nice slides on self tracking & future of personal discovery by @accarmichael: http://su.pr/1gMPsw (via @mkmackey @cwhogg)'
4530162986,2009-10-01 17:41:33,"b'@deaneckles @bjfogg Yes, we might *know* what Bandura says about agency, but putting it into practice is another thing. At least for me ;)'"
4519161485,2009-10-01 06:40:19,"b""@bjfogg Yep, I did know it was your fav, and now I'm beginning to understand why. Simple, powerful ideas backed up by real research."""
4519143856,2009-10-01 06:38:53,"b""@bjfogg I like the new TweetDeck a lot. I'd say give it a shot. What are you currently using?"""
4517837611,2009-10-01 05:04:04,"b'Reading Bandura\'s classic book ""Self-Efficacy"". It explains exactly how my company will help people change their behavior. Fantastic stuff.'"
4507833479,2009-09-30 21:37:43,b'RT @jrk: RT @emax: http://www.twoyoutubevideosandamotherfuckingcrossfader.com. What more do you need?'
4507394382,2009-09-30 21:17:58,"b""OK, I figured out how to create a group in Tweetdeck. Have to click on a social network first, then there's the option. #UI-Fail"""
4507258689,2009-09-30 21:11:41,b'Groups are the secret weapon of the social web http://bit.ly/x2Hf2 so I really wish I could figure out how to create a group in TweetDeck :\\'
4500582667,2009-09-30 16:12:40,"b'@Quiverymoments sure thing, pumpkin :)'"
4491003476,2009-09-30 05:48:45,"b'If process of clear seeing isn\xe2\x80\x99t based on self-compassion,it becomes process of self-aggression-Pema Chodron (via @MindDeep @Quiverymoments)'"
4490972628,2009-09-30 05:46:27,b'RT @johnperrybarlow: No man is exempt from saying silly things; the mischief is to say them deliberately. -Montaigne'
4483762591,2009-09-29 23:58:42,b'Axiom Accelerated Patient Recruitment : New SMS Services to Support Clinical Research PRW http://bit.ly/2GoqU4 (via @texting4health)'
4474525866,2009-09-29 17:02:47,"b'Congrats, @HalleTecco on a great post! RT @huffingtonpost Halle Tecco: Brace Yourself for Pink Overload http://retwt.me/p5zS'"
4460233891,2009-09-29 02:33:08,"b""@estefaniw and I'll see if I can cut some characters on my end, too. It's tough! :)"""
4460191269,2009-09-29 02:31:21,"b'""If human nature is to live in the past - to change the world is to change human nature."" Karim Rashid, designer. http://bit.ly/14RH07'"
4455471847,2009-09-28 23:12:37,"b'@estefaniw thanks for the re-tweet! I notice that the tweets are getting chopped off though, and URLs not making it through... :\\'"
4455372269,2009-09-28 23:08:12,b'How to win friends and influence people (by copying your cat): http://bit.ly/3OmxED'
4451507008,2009-09-28 20:15:19,"b'""The question is no longer, \'How do I change reality to conform to my ideals?\' but \'What is the nature of this moment?\'"" http://bit.ly/YO3CM'"
4436275129,2009-09-28 05:42:04,"b""Why is it called a fast? It's going by really slowly. :X #hungry #YomKippur"""
4425850945,2009-09-27 21:10:13,"b""RT @MindDeep: thrilled to discover 'The Buddha's 12 Steps to Happiness and Freedom' http://bit.ly/yEHVm"""
4401127170,2009-09-26 20:20:51,"b'""If the timing\'s right and the gods are with you, something special happens."" - Rick Springfield'"
4321630489,2009-09-23 18:23:35,"b'RT @SHHHE: ""The truth will set you free - but first it will piss you off"" @TonyRobbins #140tc'"
